,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:44:24,3.17,-0.03000000000000025,69,21873,卖盘
1,09:49:24,3.17,0.0,1,317,买盘
2,09:51:24,3.2,0.03000000000000025,1,320,买盘
3,10:06:57,3.16,-0.040000000000000036,50,15813,卖盘
4,10:09:09,3.16,0.0,20,6320,卖盘
5,10:09:12,3.2,0.040000000000000036,1,320,买盘
6,10:35:42,3.2,0.0,37,11840,买盘
7,13:37:36,3.16,-0.040000000000000036,80,25280,卖盘
8,13:38:42,3.16,0.0,42,13272,卖盘
9,13:39:00,3.16,0.0,8,2528,买盘
10,13:40:09,3.16,0.0,120,37920,买盘
11,13:41:24,3.16,0.0,150,47400,卖盘
12,13:51:57,3.18,0.020000000000000018,1,318,买盘
13,13:55:27,3.16,-0.020000000000000018,150,47400,卖盘
14,13:59:51,3.18,0.020000000000000018,1,318,买盘
15,14:10:24,3.16,-0.020000000000000018,7,2212,卖盘
16,14:13:12,3.18,0.020000000000000018,1,318,买盘
17,14:24:18,3.17,-0.010000000000000231,60,19020,卖盘
18,14:29:30,3.18,0.010000000000000231,1,318,买盘
19,14:33:09,3.19,0.009999999999999787,1,319,买盘
20,14:37:48,3.17,-0.020000000000000018,128,40576,卖盘
21,14:39:39,3.14,-0.029999999999999805,395,124413,卖盘
22,14:42:30,3.16,0.020000000000000018,1,316,买盘
23,14:44:54,3.13,-0.03000000000000025,70,21910,卖盘
24,14:47:15,3.16,0.03000000000000025,1,316,买盘
