,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:39:09,1.7,-0.030000000000000027,2,340.0,卖盘
1,09:49:09,1.72,0.020000000000000018,7,1204.0,买盘
2,09:50:09,1.74,0.020000000000000018,16,2784.0,买盘
3,09:52:15,1.74,0.0,19,3306.0,买盘
4,09:53:09,1.75,0.010000000000000009,1,175.0,买盘
5,10:02:54,1.75,0.0,13,2275.0,买盘
6,10:08:21,1.74,-0.010000000000000009,400,69604.0,卖盘
7,10:12:30,1.74,0.0,77,13398.0,卖盘
8,13:42:12,1.72,-0.020000000000000018,1,172.0,卖盘
9,13:49:12,1.74,0.020000000000000018,4,696.0,买盘
10,14:21:54,1.72,-0.020000000000000018,10,1819.7599999999948,卖盘
11,14:53:00,1.74,0.020000000000000018,1,174.0,买盘
12,15:00:03,1.73,-0.010000000000000009,5,865.0,买盘
