,Ёи╫╩й╠╪Д,Ёи╫╩╪ш,╪ш╦Я╠Д╤╞,Ёи╫╩а©ё╗йжё╘,Ёи╫╩╤Нё╗т╙ё╘,птжй
0,09:25:03,21.67,0.11000000000000298,24,52008,бРел
1,09:30:03,21.66,-0.010000000000001563,18,38968,жпптел
2,09:30:06,21.67,0.010000000000001563,3,6504,бТел
3,09:30:09,21.75,0.0799999999999983,2,4350,бРел
4,09:30:12,21.75,0.0,2,4351,бТел
5,09:30:21,21.76,0.010000000000001563,12,26112,бРел
6,09:30:24,21.75,-0.010000000000001563,2,4351,бТел
7,09:30:30,21.75,0.0,6,13048,бРел
8,09:30:33,21.77,0.019999999999999574,1,2177,бРел
9,09:30:42,21.75,-0.019999999999999574,1,2175,бТел
10,09:30:48,21.75,0.0,1,2175,бТел
11,09:30:54,21.67,-0.0799999999999983,10,21670,бТел
12,09:30:57,21.75,0.0799999999999983,1,2175,бРел
13,09:31:06,21.75,0.0,11,23893,бРел
14,09:31:09,21.67,-0.0799999999999983,6,12958,бРел
15,09:31:27,21.56,-0.11000000000000298,2,4312,бРел
16,09:31:30,21.56,0.0,1,2156,бРел
17,09:31:39,21.39,-0.16999999999999815,5,10712,бТел
18,09:31:42,21.39,0.0,1,2139,бТел
19,09:31:51,21.39,0.0,13,27813,бТел
20,09:31:57,21.56,0.16999999999999815,1,2156,бРел
21,09:32:03,21.56,0.0,1,2156,бРел
22,09:32:09,21.56,0.0,1,2156,бРел
23,09:32:21,21.43,-0.129999999999999,5,10727,бТел
24,09:32:30,21.56,0.129999999999999,1,2156,бРел
25,09:32:39,21.67,0.11000000000000298,4,8668,бРел
26,09:32:42,21.6,-0.07000000000000028,1,2160,бРел
27,09:32:57,21.6,0.0,1,2160,бРел
28,09:33:33,21.67,0.07000000000000028,2,4334,бРел
29,09:34:24,21.52,-0.15000000000000213,5,10760,бТел
30,09:34:30,21.65,0.129999999999999,1,2165,бРел
31,09:34:33,21.67,0.020000000000003126,5,10834,бРел
32,09:34:42,21.55,-0.120000000000001,4,8620,жпптел
33,09:34:45,21.67,0.120000000000001,9,19503,бРел
