,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:39:18,5.28,0.03000000000000025,2,1056,买盘
1,09:46:06,5.28,0.0,149,78626,买盘
2,10:06:45,5.27,-0.010000000000000675,19,10013,买盘
3,10:16:45,5.27,0.0,9,4743,买盘
4,10:21:21,5.27,0.0,4,2108,买盘
5,10:34:51,5.27,0.0,18,9486,买盘
6,13:27:42,5.25,-0.019999999999999574,5,2625,卖盘
7,14:09:39,5.25,0.0,10,5250,买盘
8,14:30:15,5.21,-0.040000000000000036,20,10420,卖盘
9,14:36:00,5.21,0.0,5,2605,买盘
10,14:38:18,5.21,0.0,4,2084,买盘
11,14:39:06,5.21,0.0,13,6773,买盘
12,14:52:24,5.2,-0.009999999999999787,20,10421,卖盘
