,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,13:00:09,4.15,-0.10999999999999943,1,415,卖盘
1,13:06:12,4.15,0.0,26,10790,买盘
2,13:07:12,4.15,0.0,17,7055,买盘
3,13:08:30,4.15,0.0,56,23240,买盘
4,13:31:21,4.27,0.11999999999999922,1,427,买盘
5,13:44:00,4.3,0.03000000000000025,128,54863,买盘
6,13:44:21,4.3,0.0,16,6880,卖盘
7,13:44:36,4.3,0.0,6,2580,卖盘
8,13:49:21,4.3,0.0,15,6450,买盘
9,13:49:51,4.3,0.0,20,8600,卖盘
10,13:50:09,4.3,0.0,15,6450,卖盘
11,13:51:30,4.3,0.0,3,1290,买盘
12,13:52:24,4.3,0.0,20,8600,卖盘
13,13:53:24,4.3,0.0,20,8600,卖盘
14,13:56:42,4.3,0.0,20,8600,卖盘
15,13:59:45,4.3,0.0,30,12900,卖盘
16,14:00:03,4.3,0.0,3,1290,卖盘
17,14:13:24,4.3,0.0,5,2150,买盘
18,14:20:33,4.3,0.0,20,8600,卖盘
19,14:32:51,4.3,0.0,28,12040,卖盘
