,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:25:03,2.23,-0.020000000000000018,1,223,买盘
1,09:40:12,2.23,0.0,10,2230,卖盘
2,09:41:18,2.23,0.0,8,1784,卖盘
3,10:12:45,2.24,0.010000000000000231,78,17472,卖盘
4,10:14:57,2.24,0.0,27,6048,买盘
5,10:27:39,2.24,0.0,2,448,卖盘
6,10:45:03,2.23,-0.010000000000000231,2,447,卖盘
7,11:03:06,2.26,0.029999999999999805,2,451,买盘
8,11:29:57,2.24,-0.019999999999999574,1,224,卖盘
9,13:10:33,2.26,0.019999999999999574,5,1130,买盘
10,14:00:06,2.24,-0.019999999999999574,1,224,卖盘
11,14:15:51,2.25,0.009999999999999787,1,225,买盘
12,14:20:21,2.26,0.009999999999999787,11,2486,买盘
13,14:24:06,2.25,-0.009999999999999787,20,4500,买盘
14,14:27:36,2.25,0.0,26,5850,卖盘
15,14:28:45,2.25,0.0,48,10800,卖盘
16,14:29:39,2.25,0.0,11,2475,卖盘
17,14:49:03,2.25,0.0,2,450,卖盘
18,14:51:12,2.25,0.0,97,21825,买盘
19,14:52:42,2.24,-0.009999999999999787,10,2240,卖盘
