,Ёи╫╩й╠╪Д,Ёи╫╩╪ш,╪ш╦Я╠Д╤╞,Ёи╫╩а©ё╗йжё╘,Ёи╫╩╤Нё╗т╙ё╘,птжй
0,09:25:05,3.03,-0.010000000000000231,481,145743,бРел
1,09:30:01,3.03,0.0,230,69710,бТел
2,09:30:05,3.03,0.0,189,57297,бТел
3,09:30:08,3.03,0.0,287,86847,бТел
4,09:30:14,3.04,0.010000000000000231,31,9396,бРел
5,09:30:19,3.02,-0.009999999999999787,52,15721,бТел
6,09:30:23,3.02,0.0,16,4832,бТел
7,09:30:29,3.03,0.009999999999999787,9,2727,бТел
8,09:30:38,3.04,0.010000000000000231,35,10640,бРел
9,09:30:44,3.04,0.0,102,30999,бРел
10,09:30:49,3.04,0.0,2,608,бРел
11,09:30:53,3.03,-0.010000000000000231,50,15150,бТел
12,09:30:59,3.04,0.010000000000000231,4,1216,бРел
13,09:31:05,3.03,-0.010000000000000231,9,2727,бТел
14,09:31:10,3.03,0.0,14,4245,бТел
15,09:31:13,3.04,0.010000000000000231,51,15504,бРел
16,09:31:19,3.04,0.0,81,24624,бРел
17,09:31:23,3.04,0.0,134,40714,бРел
18,09:31:29,3.04,0.010000000000000231,14,4245,бРел
19,09:31:35,3.03,-0.010000000000000231,11,3333,бТел
20,09:31:41,3.03,0.0,26,7878,бТел
21,09:31:43,3.04,0.010000000000000231,3,912,бРел
22,09:31:53,3.04,0.0,16,4864,бРел
23,09:32:01,3.04,0.0,10,3040,бРел
24,09:32:05,3.04,0.0,303,92112,бРел
25,09:32:11,3.03,0.0,7,2121,бТел
26,09:32:15,3.03,0.0,8,2424,бТел
27,09:32:19,3.03,-0.010000000000000231,11,3333,бТел
28,09:32:23,3.03,0.0,19,5757,бТел
29,09:32:29,3.03,0.009999999999999787,3,909,бРел
30,09:32:35,3.03,0.0,11,3333,бРел
31,09:32:41,3.03,0.0,22,6666,бРел
32,09:32:43,3.03,0.0,7,2121,бРел
33,09:32:49,3.03,0.0,8,2424,бРел
34,09:33:01,3.03,0.0,3,909,бРел
35,09:33:05,3.03,0.0,86,26058,бРел
36,09:33:11,3.03,0.0,36,10908,бРел
37,09:33:13,3.04,0.010000000000000231,2,607,бРел
38,09:33:19,3.02,-0.009999999999999787,58,17552,бТел
39,09:33:23,3.04,0.020000000000000018,3,911,бРел
40,09:33:29,3.02,-0.020000000000000018,85,25731,бТел
41,09:33:35,3.03,0.009999999999999787,3,909,жпптел
42,09:33:41,3.02,0.0,8,2416,бТел
43,09:33:44,3.03,0.009999999999999787,3,909,бРел
44,09:33:55,3.03,0.009999999999999787,3,909,бРел
45,09:34:01,3.02,-0.009999999999999787,7,2114,бТел
46,09:34:05,3.03,0.009999999999999787,48,14506,бРел
47,09:34:08,3.03,0.0,4,1212,бРел
48,09:34:14,3.02,-0.009999999999999787,23,6946,бТел
49,09:34:19,3.02,-0.009999999999999787,61,18422,бТел
50,09:34:23,3.03,0.009999999999999787,68,20561,бРел
51,09:34:29,3.03,0.0,3,909,бРел
52,09:34:38,3.02,0.0,91,27482,бТел
53,09:34:49,3.03,0.009999999999999787,4,1212,бРел
54,09:35:01,3.03,0.0,3,909,бРел
55,09:35:07,3.03,0.0,1,303,бРел
56,09:35:11,3.03,0.0,7,2121,бРел
57,09:35:13,3.03,0.0,32,9696,бРел
58,09:35:20,3.03,0.0,3,909,бРел
59,09:35:23,3.03,0.0,3,909,бРел
60,09:35:35,3.03,0.0,3,909,бРел
61,09:35:43,3.03,0.0,42,12726,бРел
62,09:35:49,3.03,0.0,78,23634,бРел
63,09:35:56,3.03,0.0,13,3939,бРел
64,09:35:59,3.03,0.0,50,15150,бРел
65,09:36:05,3.03,0.0,52,15756,бРел
66,09:36:10,3.03,0.0,28,8484,бТел
67,09:36:14,3.03,0.0,2,606,бРел
68,09:36:19,3.03,0.0,31,9393,бРел
69,09:36:26,3.03,0.0,74,22422,бРел
70,09:36:32,3.03,0.0,1,303,бТел
71,09:36:41,3.04,0.010000000000000231,3,912,бРел
72,09:36:44,3.03,-0.010000000000000231,8,2424,бТел
73,09:36:49,3.03,0.0,135,40905,бТел
74,09:36:53,3.03,0.0,24,7275,бТел
75,09:37:01,3.03,0.0,3,909,бРел
76,09:37:05,3.03,0.0,379,114459,бРел
77,09:37:11,3.03,0.0,4,1212,бРел
78,09:37:14,3.03,0.0,3,909,бРел
79,09:37:26,3.03,0.0,2,606,бРел
80,09:37:35,3.03,0.0,83,25149,бРел
81,09:37:46,3.03,0.0,23,6949,бРел
82,09:37:58,3.02,-0.009999999999999787,11,3325,бТел
83,09:38:07,3.03,0.009999999999999787,1,303,бРел
84,09:38:10,3.03,0.0,11,3333,бРел
85,09:38:20,3.03,0.0,14,4242,бРел
86,09:38:31,3.03,0.0,3,909,бРел
87,09:38:44,3.03,0.0,3,909,бРел
88,09:38:53,3.03,0.009999999999999787,3,909,бРел
89,09:38:58,3.03,0.0,27,8181,бРел
90,09:39:04,3.03,0.0,3,909,бРел
91,09:39:16,3.03,0.0,12,3636,бРел
92,09:39:26,3.03,0.0,15,4534,бРел
93,09:39:32,3.03,0.0,100,30300,бРел
94,09:39:38,3.03,0.0,4,1212,бРел
95,09:39:47,3.02,-0.009999999999999787,1,302,бТел
96,09:39:50,3.03,0.009999999999999787,2,606,бРел
97,09:39:59,3.03,0.0,3,909,бРел
98,09:40:06,3.03,0.0,61,18475,бРел
99,09:40:08,3.03,0.0,16,4848,бРел
100,09:40:14,3.02,-0.009999999999999787,5,1513,бТел
101,09:40:20,3.03,0.0,5,1515,бРел
102,09:40:26,3.03,0.0,123,37269,бРел
103,09:40:28,3.03,0.0,32,9696,бРел
104,09:40:34,3.03,0.0,9,2727,бРел
105,09:40:40,3.03,0.0,16,4848,бРел
106,09:40:44,3.03,0.0,4,1212,бРел
107,09:40:50,3.03,0.0,16,4848,бРел
108,09:40:56,3.02,-0.009999999999999787,53,16009,бТел
109,09:40:59,3.03,0.009999999999999787,5,1515,бРел
110,09:41:05,3.04,0.0,3,912,бРел
111,09:41:08,3.03,-0.010000000000000231,3,909,бТел
112,09:41:16,3.03,0.0,10,3030,бРел
113,09:41:28,3.03,0.0,3,909,бРел
114,09:41:40,3.03,0.0,5,1515,бТел
115,09:41:44,3.03,0.0,1,303,бРел
116,09:41:50,3.03,0.0,3,909,бРел
117,09:42:01,3.03,0.0,3,909,бРел
118,09:42:04,3.02,-0.009999999999999787,3,906,бТел
119,09:42:10,3.03,0.009999999999999787,3,909,бРел
120,09:42:14,3.03,0.0,10,3030,бРел
121,09:42:22,3.03,0.009999999999999787,39,11817,бРел
122,09:42:35,3.03,0.0,3,909,бРел
123,09:42:44,3.02,-0.009999999999999787,43,12986,бТел
124,09:42:50,3.02,-0.009999999999999787,24,7248,бТел
125,09:42:57,3.03,0.009999999999999787,51,15405,бРел
126,09:42:59,3.02,-0.009999999999999787,29,8758,бТел
127,09:43:04,3.02,0.0,10,3020,бТел
128,09:43:08,3.03,0.009999999999999787,3,909,бРел
129,09:43:17,3.03,0.0,45,13635,бРел
130,09:43:20,3.03,0.0,3,909,бРел
131,09:43:28,3.03,0.0,203,61509,бРел
132,09:43:40,3.02,-0.009999999999999787,70,21143,бТел
133,09:43:50,3.03,0.009999999999999787,3,909,бРел
134,09:44:02,3.03,0.0,257,77617,бРел
135,09:44:08,3.03,0.0,102,30906,бРел
136,09:44:14,3.03,0.009999999999999787,6,1818,бРел
137,09:44:19,3.02,-0.009999999999999787,16,4832,бТел
138,09:44:27,3.03,0.0,3,909,бРел
139,09:44:32,3.03,0.0,1,303,бРел
140,09:44:34,3.03,0.0,3,909,бРел
141,09:44:40,3.03,0.0,17,5151,бРел
142,09:44:47,3.03,0.0,4,1212,бРел
143,09:44:52,3.03,0.0,3,909,бРел
144,09:44:58,3.03,0.0,6,1818,бРел
145,09:45:05,3.03,0.0,45,13635,бРел
146,09:45:08,3.03,0.0,49,14847,бРел
147,09:45:14,3.03,0.0,56,16938,бРел
148,09:45:20,3.03,0.0,12,3628,бРел
149,09:45:27,3.02,0.0,264,79729,бТел
150,09:45:29,3.03,0.009999999999999787,9,2727,бРел
151,09:45:38,3.03,0.0,160,48480,бРел
152,09:45:44,3.03,0.0,36,10908,бРел
153,09:45:52,3.03,0.0,3,909,бРел
154,09:45:57,3.03,0.0,1,303,бРел
155,09:46:02,3.02,-0.009999999999999787,20,6040,бТел
156,09:46:04,3.02,0.0,19,5747,бТел
