,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:30:48,3.34,0.04999999999999982,1,334.0,买盘
1,09:48:09,3.32,-0.020000000000000018,10,3320.0,买盘
2,09:49:30,3.29,-0.029999999999999805,25,8422.4,卖盘
3,10:32:12,3.32,0.029999999999999805,1,332.0,买盘
4,10:32:57,3.3,-0.020000000000000018,5,1650.0,卖盘
5,10:33:06,3.29,-0.009999999999999787,81,26649.0,卖盘
6,10:33:15,3.32,0.029999999999999805,1,332.0,买盘
7,10:36:57,3.3,-0.020000000000000018,11,3630.0,卖盘
8,10:37:48,3.29,-0.009999999999999787,96,31886.68,卖盘
9,10:37:57,3.32,0.029999999999999805,1,332.0,买盘
10,10:47:24,3.32,0.0,5,1660.0,买盘
11,13:10:12,3.32,0.0,3,996.0,买盘
12,14:24:03,3.28,-0.040000000000000036,91,29923.479999999996,卖盘
13,14:34:18,3.32,0.040000000000000036,12,3973.0,买盘
