,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:48:33,2.15,0.0,38,8170.0,买盘
1,09:51:57,2.15,0.0,112,24080.0,卖盘
2,10:22:27,2.15,0.0,58,12470.0,买盘
3,10:52:09,2.16,0.010000000000000231,50,10800.0,买盘
4,10:52:18,2.16,0.0,98,21189.600000000006,买盘
5,11:07:42,2.16,0.0,81,17690.399999999994,卖盘
6,11:27:51,2.15,-0.010000000000000231,264,56760.0,卖盘
7,11:29:51,2.15,0.0,57,12364.649999999994,买盘
8,13:00:06,2.17,0.020000000000000018,118,25606.0,买盘
9,13:04:18,2.17,0.0,30,6510.0,卖盘
10,13:05:27,2.17,0.0,130,28210.0,卖盘
11,13:16:39,2.17,0.0,1,217.0,买盘
12,13:39:09,2.17,0.0,26,5642.0,买盘
13,13:45:33,2.17,0.0,26,5642.0,买盘
14,14:03:09,2.16,-0.009999999999999787,14,3088.8000000000175,卖盘
15,14:25:45,2.17,0.009999999999999787,87,18879.0,买盘
16,14:26:36,2.17,0.0,13,2821.0,卖盘
17,14:30:00,2.17,0.0,30,6510.0,买盘
18,14:35:51,2.17,0.0,33,7161.0,买盘
19,14:39:33,2.17,0.0,10,2170.0,卖盘
20,14:46:39,2.17,0.0,50,10850.0,卖盘
21,14:50:39,2.18,0.010000000000000231,157,34226.0,买盘
22,14:51:24,2.18,0.0,158,34444.0,买盘
23,15:00:03,2.16,-0.020000000000000018,4,864.0,买盘
