,Ёи╫╩й╠╪Д,Ёи╫╩╪ш,╪ш╦Я╠Д╤╞,Ёи╫╩а©ё╗йжё╘,Ёи╫╩╤Нё╗т╙ё╘,птжй
0,09:25:09,16.17,-0.0799999999999983,28,45276.0,бРел
1,09:30:06,16.22,0.04999999999999716,7,11326.0,бРел
2,09:30:09,16.22,0.0,17,27575.0,бТел
3,09:30:12,16.22,0.0,23,37306.0,бТел
4,09:30:15,16.22,0.0,1,1622.0,бРел
5,09:30:18,16.18,-0.03999999999999915,2,3236.0,бТел
6,09:30:21,16.18,0.0,2,3236.0,бТел
7,09:30:24,16.2,0.019999999999999574,1,1620.0,жпптел
8,09:30:27,16.21,0.010000000000001563,1,1621.0,жпптел
9,09:30:30,16.21,0.0,2,3242.0,бРел
10,09:30:33,16.21,0.0,5,8105.0,бТел
11,09:30:36,16.21,0.0,4,6484.0,бТел
12,09:30:51,16.21,0.0,2,3241.0,бРел
13,09:31:30,16.24,0.029999999999997584,2,3248.0,бРел
14,09:32:00,16.22,-0.019999999999999574,5,8110.0,бТел
15,09:32:03,16.18,-0.03999999999999915,56,90692.0,бТел
16,09:32:09,16.17,-0.00999999999999801,16,25876.0,бТел
17,09:32:12,16.16,-0.010000000000001563,49,79231.0,бТел
18,09:32:18,16.12,-0.03999999999999915,7,11284.0,бТел
19,09:32:21,16.17,0.05000000000000071,1,1617.0,бРел
20,09:32:39,16.15,-0.020000000000003126,9,14535.0,бРел
21,09:32:48,16.16,0.010000000000001563,8,12923.0,бРел
22,09:33:03,16.16,0.0,2,3232.0,бРел
23,09:33:06,16.14,-0.019999999999999574,15,24235.0,бТел
24,09:33:09,16.14,0.0,11,17754.0,бРел
25,09:33:12,16.14,0.0,5,8070.0,бРел
26,09:33:24,16.19,0.05000000000000071,2,3238.0,бРел
27,09:33:54,16.19,0.0,1,1619.0,бРел
28,09:34:09,16.19,0.0,9,14571.0,бРел
29,09:34:18,16.19,0.0,3,4857.0,бРел
30,09:34:21,16.19,0.0,40,64760.0,бРел
31,09:34:24,16.19,0.0,16,25904.0,бРел
32,09:34:27,16.19,0.0,64,103611.0,бРел
33,09:34:39,16.18,-0.010000000000001563,15,24270.0,бТел
34,09:34:45,16.18,0.0,88,142246.0,бРел
35,09:35:09,16.19,0.010000000000001563,12,19428.0,бРел
36,09:35:15,16.19,0.0,24,38856.0,бРел
37,09:35:18,16.19,0.0,21,33999.0,бРел
38,09:35:24,16.19,0.0,65,105235.0,бРел
39,09:35:27,16.2,0.00999999999999801,12,19440.0,бРел
40,09:35:48,16.28,0.08000000000000185,31,50429.0,бРел
41,09:36:00,16.25,-0.030000000000001137,6,9750.0,бРел
42,09:36:12,16.25,0.0,4,6500.0,бРел
43,09:36:48,16.25,0.0,4,6500.0,бТел
44,09:37:03,16.2,-0.05000000000000071,15,24300.0,бТел
45,09:37:06,16.2,0.0,2,3240.0,бТел
46,09:37:18,16.2,0.0,10,16200.0,бРел
47,09:37:42,16.2,0.0,5,8100.0,бРел
48,09:37:45,16.2,0.0,4,6480.0,бРел
49,09:37:51,16.2,0.0,3,4860.0,бРел
50,09:37:57,16.19,-0.00999999999999801,7,11333.0,бТел
51,09:38:03,16.2,0.00999999999999801,6,9715.0,бРел
52,09:38:06,16.2,0.0,3,4860.0,бРел
53,09:38:09,16.2,0.0,1,1620.0,бРел
54,09:38:12,16.2,0.0,2,3240.0,бРел
55,09:38:15,16.18,-0.019999999999999574,73,118121.0,бТел
56,09:38:45,16.19,0.010000000000001563,21,33999.0,бТел
57,09:38:51,16.19,0.0,7,11333.0,бТел
58,09:38:57,16.19,0.0,2,3238.0,бТел
59,09:39:03,16.19,0.0,2,3238.0,бТел
60,09:39:27,16.18,-0.010000000000001563,29,46922.0,бТел
61,09:39:30,16.18,0.0,1,1618.0,бТел
62,09:39:33,16.18,0.0,39,63102.0,бТел
63,09:39:36,16.16,-0.019999999999999574,48,77577.0,бТел
64,09:39:39,16.15,-0.010000000000001563,49,79156.0,бТел
65,09:39:42,16.14,-0.00999999999999801,3,4842.0,бТел
66,09:39:45,16.14,0.0,7,11298.0,бТел
67,09:39:48,16.12,-0.019999999999999574,7,11284.0,бТел
68,09:39:51,16.12,0.0,5,8060.0,бТел
69,09:39:54,16.11,-0.010000000000001563,14,22558.0,бТел
70,09:39:57,16.11,0.0,30,48331.0,бТел
71,09:40:03,16.12,0.010000000000001563,52,83797.0,бРел
72,09:40:06,16.12,0.0,13,20956.0,бТел
73,09:40:12,16.12,0.0,1,1612.0,бТел
74,09:40:15,16.12,0.0,1,1612.0,бРел
75,09:40:30,16.11,-0.010000000000001563,14,22554.0,бТел
76,09:40:33,16.11,0.0,7,11277.0,бТел
77,09:40:36,16.19,0.08000000000000185,2,3238.0,бРел
78,09:40:39,16.19,0.0,2,3238.0,бРел
79,09:41:42,16.15,-0.0400000000000027,5,8075.0,бРел
80,09:43:00,16.15,0.0,2,3230.0,бРел
81,09:43:03,16.15,0.0,2,3230.0,бРел
82,09:43:24,16.15,0.0,1,1615.0,бРел
83,09:43:33,16.15,0.0,3,4845.0,бРел
84,09:43:57,16.15,0.0,1,1615.0,бРел
85,09:44:09,16.14,-0.00999999999999801,5,8070.0,бТел
86,09:44:15,16.13,-0.010000000000001563,3,4839.0,бРел
87,09:44:24,16.12,-0.00999999999999801,23,38370.60000000009,бТел
88,09:44:27,16.1,-0.019999999999999574,20,32222.399999999907,бТел
