,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:32:45,6.25,-0.03000000000000025,1,625,买盘
1,10:54:00,6.29,0.040000000000000036,1,629,买盘
2,11:17:30,6.29,0.0,10,6290,买盘
3,13:24:24,6.25,-0.040000000000000036,5,3125,卖盘
4,13:24:27,6.25,0.0,5,3125,卖盘
5,13:27:39,6.25,0.0,1,625,卖盘
6,13:36:42,6.27,0.019999999999999574,18,11286,买盘
7,13:51:21,6.29,0.020000000000000462,3,1883,买盘
8,13:55:27,6.25,-0.040000000000000036,6,3750,卖盘
9,13:55:33,6.25,0.0,6,3750,卖盘
10,13:55:36,6.25,0.0,5,3125,卖盘
11,14:07:18,6.25,0.0,1,625,买盘
12,14:07:57,6.27,0.019999999999999574,3,1881,买盘
13,14:10:00,6.27,0.0,12,7524,买盘
14,14:23:06,6.25,-0.019999999999999574,3,1875,卖盘
15,14:23:12,6.25,0.0,4,2500,卖盘
16,14:23:15,6.25,0.0,4,2500,卖盘
17,14:42:54,6.24,-0.009999999999999787,10,6241,卖盘
18,14:55:12,6.26,0.019999999999999574,1,626,买盘
19,15:00:06,6.26,0.0,1,626,买盘
