,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:38:09,3.2,-0.040000000000000036,100,32000,卖盘
1,09:58:33,3.24,0.040000000000000036,1,324,买盘
2,10:17:30,3.21,-0.03000000000000025,70,22470,卖盘
3,10:22:27,3.21,0.0,10,3210,买盘
4,10:35:27,3.21,0.0,40,12840,卖盘
5,10:57:21,3.21,0.0,8,2568,卖盘
6,10:57:57,3.21,0.0,26,8346,买盘
7,11:04:00,3.23,0.020000000000000018,2,646,买盘
8,13:00:06,3.2,-0.029999999999999805,10,3200,卖盘
9,13:38:30,3.22,0.020000000000000018,1,322,买盘
10,13:48:18,3.2,-0.020000000000000018,21,6720,卖盘
11,13:58:12,3.22,0.020000000000000018,10,3220,买盘
12,15:00:09,3.22,0.0,15,4830,买盘
