,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,13:25:27,3.92,-0.010000000000000231,5,1960,买盘
1,14:01:27,3.92,0.0,1,392,买盘
2,14:42:48,3.85,-0.06999999999999984,10,3850,卖盘
3,14:43:36,3.84,-0.010000000000000231,20,7680,卖盘
4,14:44:03,3.84,0.0,30,11520,卖盘
5,14:53:03,3.9,0.06000000000000005,10,3900,买盘
6,14:55:12,3.92,0.020000000000000018,7,2738,买盘
7,14:55:24,3.92,0.0,21,8232,买盘
8,14:55:33,3.84,-0.08000000000000007,1,384,卖盘
9,14:56:24,3.95,0.11000000000000032,1,395,买盘
10,15:00:09,3.94,-0.010000000000000231,1,394,买盘
