,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:32:12,2.23,0.009999999999999787,1,223,买盘
1,09:34:33,2.24,0.010000000000000231,6,1344,买盘
2,09:39:27,2.21,-0.03000000000000025,2,444,卖盘
3,10:19:12,2.24,0.03000000000000025,47,10528,买盘
4,10:20:09,2.25,0.009999999999999787,3,674,买盘
5,10:24:21,2.22,-0.029999999999999805,1,222,卖盘
6,10:40:48,2.22,0.0,28,6216,卖盘
7,11:14:30,2.23,0.009999999999999787,60,13380,卖盘
8,11:17:57,2.23,0.0,29,6467,卖盘
9,11:26:33,2.24,0.010000000000000231,3,672,买盘
10,13:00:09,2.24,0.0,7,1568,买盘
11,13:32:03,2.25,0.009999999999999787,25,5625,买盘
12,13:41:57,2.25,0.0,35,7875,买盘
13,14:49:48,2.25,0.0,5,1125,买盘
