,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:31:09,4.6,0.1299999999999999,1,460,买盘
1,09:57:00,4.52,-0.08000000000000007,8,3616,买盘
2,10:09:09,4.4,-0.11999999999999922,5,2200,卖盘
3,10:10:45,4.4,0.0,15,6600,买盘
4,10:35:18,4.4,0.0,14,6169,卖盘
5,10:35:57,4.4,0.0,3,1320,买盘
6,10:36:15,4.45,0.04999999999999982,1,445,买盘
7,10:41:03,4.39,-0.0600000000000005,13,5707,卖盘
8,11:05:51,4.38,-0.009999999999999787,27,11854,卖盘
9,13:04:51,4.44,0.0600000000000005,1,444,买盘
10,13:55:48,4.38,-0.0600000000000005,56,24548,卖盘
11,14:32:09,4.38,0.0,9,3942,卖盘
12,14:36:24,4.41,0.03000000000000025,18,7887,买盘
