,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:50:12,5.42,-0.15000000000000036,134,72706,卖盘
1,10:03:36,5.56,0.13999999999999968,23,12788,买盘
2,10:05:42,5.56,0.0,2,1112,卖盘
3,10:19:24,5.44,-0.11999999999999922,20,10880,卖盘
4,10:51:24,5.53,0.08999999999999986,2,1106,买盘
5,10:54:00,5.46,-0.07000000000000028,15,8190,卖盘
6,10:56:03,5.46,0.0,1,546,买盘
7,11:03:45,5.46,0.0,1,546,买盘
8,11:06:42,5.46,0.0,9,4914,卖盘
9,11:13:21,5.45,-0.009999999999999787,20,10900,卖盘
10,11:20:51,5.46,0.009999999999999787,5,2730,卖盘
11,13:00:09,5.43,-0.03000000000000025,127,69065,卖盘
12,13:53:51,5.49,0.0600000000000005,5,2745,买盘
13,14:13:06,5.43,-0.0600000000000005,157,85303,卖盘
14,14:21:30,5.43,0.0,53,28779,卖盘
15,14:22:15,5.41,-0.019999999999999574,130,70438,卖盘
16,14:44:09,5.41,0.0,10,5410,卖盘
17,14:52:09,5.41,0.0,10,5410,卖盘
18,14:56:42,5.49,0.08000000000000007,10,5490,买盘
19,15:00:03,5.49,0.0,1,549,买盘
