,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,10:32:42,2.95,-0.009999999999999787,10,2950,买盘
1,11:21:18,2.94,-0.010000000000000231,5,1470,买盘
2,13:52:51,2.93,-0.009999999999999787,11,3223,买盘
3,14:10:42,2.93,0.0,12,3516,买盘
4,14:18:45,2.93,0.0,173,50689,买盘
5,14:24:42,2.91,-0.020000000000000018,20,5820,卖盘
6,14:25:18,2.91,0.0,30,8730,买盘
7,14:26:18,2.85,-0.06000000000000005,83,23846,卖盘
8,14:30:57,2.93,0.08000000000000007,1,293,买盘
9,14:41:51,2.9,-0.03000000000000025,23,6670,卖盘
10,14:42:36,2.9,0.0,27,7830,买盘
11,14:44:09,2.9,0.0,10,2900,卖盘
12,14:53:51,2.94,0.040000000000000036,1,294,买盘
13,14:54:12,2.94,0.0,5,1470,买盘
