,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:30:06,2.98,0.029999999999999805,20,5960,买盘
1,10:05:42,2.9,-0.08000000000000007,12,3480,卖盘
2,10:08:09,2.95,0.050000000000000266,1,295,买盘
3,10:24:15,2.95,0.0,1,295,买盘
4,10:53:03,2.95,0.0,28,8260,买盘
5,10:56:15,2.96,0.009999999999999787,1,296,买盘
6,13:27:45,2.91,-0.04999999999999982,5,1455,卖盘
7,13:30:21,2.95,0.040000000000000036,1,295,买盘
8,13:56:21,2.95,0.0,1,295,买盘
9,14:51:00,2.91,-0.040000000000000036,43,12513,卖盘
10,14:51:12,2.91,0.0,7,2037,买盘
11,14:54:15,2.94,0.029999999999999805,1,294,买盘
