,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:25:03,2.21,-0.040000000000000036,1,221,买盘
1,09:30:09,2.22,0.010000000000000231,1,222,买盘
2,10:52:36,2.24,0.020000000000000018,21,4704,买盘
3,11:04:30,2.24,0.0,20,4480,卖盘
4,11:06:39,2.22,-0.020000000000000018,103,22932,卖盘
5,11:29:45,2.22,0.0,10,2220,卖盘
6,13:53:39,2.24,0.020000000000000018,1,224,买盘
7,13:54:45,2.25,0.009999999999999787,2,450,买盘
8,14:15:09,2.26,0.009999999999999787,1,226,买盘
9,14:19:27,2.25,-0.009999999999999787,12,2700,卖盘
10,14:29:03,2.24,-0.009999999999999787,1,224,卖盘
11,14:38:57,2.23,-0.010000000000000231,21,4694,卖盘
12,14:42:30,2.22,-0.009999999999999787,1,222,卖盘
13,14:52:57,2.22,0.0,100,22200,卖盘
