,Ёи╫╩й╠╪Д,Ёи╫╩╪ш,╪ш╦Я╠Д╤╞,Ёи╫╩а©ё╗йжё╘,Ёи╫╩╤Нё╗т╙ё╘,птжй
0,09:25:05,23.03,-0.129999999999999,16,36848,бРел
1,09:30:05,23.13,0.09999999999999787,25,57711,бРел
2,09:30:09,23.09,-0.03999999999999915,3,6927,жпптел
3,09:30:16,23.07,0.0,6,13842,бРел
4,09:30:21,23.07,0.0,4,9228,бРел
5,09:30:23,23.07,0.0,1,2307,бРел
6,09:30:29,23.07,-0.00999999999999801,9,20763,жпптел
7,09:30:35,23.07,0.0,2,4614,бРел
8,09:30:43,23.07,0.019999999999999574,5,11531,бРел
9,09:30:50,23.07,0.019999999999999574,1,2307,бРел
10,09:30:54,23.07,0.0,1,2307,бРел
11,09:31:08,23.04,-0.030000000000001137,4,9220,бТел
12,09:31:15,23.06,0.0,1,2306,бРел
13,09:31:19,23.02,0.0,2,4604,бРел
14,09:31:23,23.02,0.0,16,36832,бРел
15,09:31:29,23.04,0.00999999999999801,2,4607,бРел
16,09:31:35,23.01,0.0,12,27612,бРел
17,09:31:46,23.04,0.029999999999997584,1,2304,бРел
18,09:31:49,23.04,0.0,8,18417,бРел
19,09:31:53,23.04,0.0,4,9216,бРел
20,09:32:13,23.04,0.0,2,4608,бТел
21,09:32:18,23.06,0.019999999999999574,1,2306,бРел
22,09:32:23,23.06,0.0,5,11530,бРел
23,09:32:43,23.01,-0.04999999999999716,2,4602,бТел
24,09:32:52,23.0,-0.010000000000001563,2,4600,бТел
25,09:33:07,23.01,0.010000000000001563,2,4601,бРел
26,09:33:11,23.01,0.0,6,13806,бТел
27,09:33:19,23.0,-0.010000000000001563,6,13801,бТел
28,09:33:24,23.0,0.0,26,59800,бТел
29,09:33:28,22.99,0.0,5,11495,бТел
30,09:33:35,22.98,0.0,59,135582,бТел
31,09:33:38,22.95,-0.030000000000001137,19,43622,бТел
32,09:33:47,22.94,-0.00999999999999801,9,20646,бТел
33,09:33:49,22.94,0.0,3,6882,бРел
34,09:33:58,22.94,0.0,1,2294,бТел
35,09:34:05,22.95,0.0,1,2295,бТел
36,09:34:11,22.94,0.0,3,6882,бТел
37,09:34:15,22.95,0.00999999999999801,3,6885,бРел
38,09:34:20,22.94,-0.00999999999999801,11,25235,бТел
39,09:34:31,22.93,-0.010000000000001563,2,4586,бРел
40,09:34:35,22.93,0.0,1,2293,бРел
41,09:34:41,22.93,0.0,2,4586,жпптел
42,09:34:43,22.94,0.010000000000001563,1,2294,бРел
43,09:34:49,22.94,0.0,1,2294,бРел
44,09:35:07,22.94,0.0,2,4588,бРел
45,09:35:11,22.94,0.0,19,43586,бРел
46,09:35:13,22.92,-0.019999999999999574,27,61909,бТел
47,09:35:19,22.93,0.00999999999999801,1,2293,бРел
48,09:35:28,22.92,-0.00999999999999801,1,2292,бТел
49,09:35:37,22.92,0.0,1,2292,бТел
50,09:35:49,22.91,-0.010000000000001563,3,6873,бТел
51,09:35:55,22.92,0.010000000000001563,11,25202,бРел
