,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:40:09,2.12,-0.029999999999999805,50,10600.0,卖盘
1,09:53:12,2.13,0.009999999999999787,62,13206.0,卖盘
2,09:53:45,2.14,0.010000000000000231,39,8308.0,买盘
3,09:57:21,2.12,-0.020000000000000018,120,25440.0,卖盘
4,10:00:09,2.13,0.009999999999999787,103,21939.0,买盘
5,10:10:24,2.14,0.010000000000000231,6,1284.0,买盘
6,10:14:21,2.14,0.0,13,2782.0,买盘
7,10:16:51,2.13,-0.010000000000000231,21,4473.0,卖盘
8,10:23:36,2.13,0.0,5,1065.0,买盘
9,10:43:30,2.13,0.0,10,2130.0,买盘
10,10:58:42,2.13,0.0,70,14910.0,买盘
11,11:00:45,2.12,-0.009999999999999787,68,14416.0,卖盘
12,11:02:03,2.13,0.009999999999999787,2,426.0,买盘
13,11:21:30,2.14,0.010000000000000231,1,214.0,买盘
14,11:28:06,2.14,0.0,24,5136.0,买盘
15,13:00:06,2.14,0.0,21,4494.0,卖盘
16,14:04:51,2.13,-0.010000000000000231,59,12588.299999999988,卖盘
17,14:05:57,2.13,0.0,0,191.70000000001164,卖盘
18,14:06:00,2.13,0.0,0,21.29999999998836,买盘
19,14:20:12,2.13,0.0,171,36423.0,卖盘
20,14:25:06,2.15,0.020000000000000018,1,215.0,买盘
21,14:52:03,2.13,-0.020000000000000018,59,12758.700000000012,卖盘
22,14:52:54,2.13,0.0,60,12780.0,买盘
23,14:55:09,2.15,0.020000000000000018,1,214.79999999998836,买盘
24,14:56:45,2.15,0.0,1,215.0,买盘
