,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:53:57,2.34,-0.040000000000000036,50,11700.0,卖盘
1,10:38:57,2.34,0.0,20,4680.0,卖盘
2,10:42:42,2.34,0.0,5,1170.0,卖盘
3,11:10:39,2.33,-0.009999999999999787,20,4663.0,卖盘
4,13:35:42,2.36,0.029999999999999805,29,6997.4000000000015,买盘
5,13:37:15,2.36,0.0,8,1888.0,卖盘
6,14:01:15,2.36,0.0,20,4802.5999999999985,卖盘
7,14:02:09,2.35,-0.009999999999999787,3,705.0,买盘
8,14:29:48,2.34,-0.010000000000000231,3,702.0,卖盘
9,14:51:54,2.33,-0.009999999999999787,169,39453.0,卖盘
10,14:53:06,2.32,-0.010000000000000231,70,16240.0,卖盘
11,14:54:39,2.33,0.010000000000000231,20,4660.0,买盘
12,14:56:00,2.33,0.0,100,23300.0,买盘
13,14:56:39,2.37,0.040000000000000036,3,704.5599999999977,买盘
14,15:00:03,2.37,0.0,1,237.0,买盘
