,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:35:18,2.27,0.0,1,227,买盘
1,10:35:21,2.23,-0.040000000000000036,20,4460,卖盘
2,10:36:42,2.23,0.0,160,35680,买盘
3,10:37:57,2.21,-0.020000000000000018,160,35434,卖盘
4,10:41:12,2.24,0.03000000000000025,34,7616,买盘
5,10:48:30,2.24,0.0,11,2464,卖盘
6,11:11:00,2.25,0.009999999999999787,2,450,买盘
7,11:15:12,2.25,0.0,37,8325,买盘
8,13:00:06,2.24,-0.009999999999999787,1,224,卖盘
9,13:12:12,2.24,0.0,5,1120,卖盘
10,13:23:33,2.24,0.0,137,30688,卖盘
11,13:26:27,2.24,0.0,50,11200,买盘
12,13:35:09,2.24,0.0,10,2240,买盘
13,13:38:39,2.22,-0.020000000000000018,118,26210,卖盘
14,13:39:39,2.22,0.0,10,2220,买盘
15,13:39:57,2.22,0.0,10,2220,买盘
16,13:40:18,2.22,0.0,52,11544,买盘
17,13:42:03,2.24,0.020000000000000018,83,18432,买盘
18,13:42:06,2.24,0.0,17,3808,卖盘
19,13:42:45,2.22,-0.020000000000000018,10,2220,买盘
20,13:43:42,2.22,0.0,9,1998,买盘
21,13:43:57,2.22,0.0,14,3108,买盘
