,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:25:03,2.24,-0.019999999999999574,1,224,买盘
1,09:47:51,2.25,0.009999999999999787,1,225,卖盘
2,10:03:18,2.25,0.0,1,225,卖盘
3,10:39:18,2.24,-0.009999999999999787,30,6728,卖盘
4,10:51:18,2.26,0.019999999999999574,1,226,买盘
5,13:14:09,2.26,0.0,29,6554,卖盘
6,13:19:00,2.24,-0.019999999999999574,1,224,卖盘
7,13:26:33,2.24,0.0,2,448,卖盘
8,13:46:36,2.2,-0.040000000000000036,600,133513,卖盘
9,13:53:54,2.21,0.009999999999999787,9,1989,卖盘
10,13:55:36,2.21,0.0,99,21879,卖盘
11,14:06:09,2.25,0.040000000000000036,10,2242,买盘
12,14:14:15,2.21,-0.040000000000000036,1,221,卖盘
13,14:18:48,2.25,0.040000000000000036,25,5625,买盘
14,14:22:54,2.25,0.0,148,33300,卖盘
15,14:39:30,2.25,0.0,27,6075,卖盘
16,14:42:27,2.23,-0.020000000000000018,1,223,卖盘
17,14:54:18,2.23,0.0,105,23415,卖盘
