,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,10:29:00,4.32,-0.20999999999999996,81,35337,卖盘
1,10:47:06,4.48,0.16000000000000014,5,2240,买盘
2,10:49:33,4.39,-0.09000000000000075,30,13170,卖盘
3,13:07:36,4.48,0.09000000000000075,1,448,买盘
4,13:48:15,4.41,-0.07000000000000028,5,2205,卖盘
5,14:08:24,4.41,0.0,10,4410,买盘
6,14:11:06,4.41,0.0,48,21168,买盘
7,14:30:48,4.41,0.0,19,8379,卖盘
8,14:35:42,4.41,0.0,10,4410,卖盘
9,14:53:12,4.46,0.04999999999999982,3,1336,买盘
10,14:55:33,4.4,-0.05999999999999961,40,17610,卖盘
11,14:56:30,4.46,0.05999999999999961,2,892,买盘
12,14:56:45,4.46,0.0,1,446,买盘
13,15:00:09,4.46,0.0,17,7582,买盘
