,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:56:48,4.96,0.03000000000000025,3,1488.0,买盘
1,09:57:33,4.96,0.0,14,6944.0,买盘
2,10:00:36,4.91,-0.04999999999999982,50,24560.0,卖盘
3,10:14:27,4.91,0.0,1,491.0,卖盘
4,10:46:09,4.91,0.0,1,491.0,卖盘
5,10:49:45,4.95,0.040000000000000036,40,19778.0,买盘
6,11:10:57,4.92,-0.03000000000000025,30,14760.0,卖盘
7,11:12:06,4.92,0.0,39,19188.0,卖盘
8,11:16:57,4.92,0.0,1,492.0,卖盘
9,11:17:27,4.91,-0.009999999999999787,3,1473.0,卖盘
10,13:15:00,4.94,0.03000000000000025,21,10374.0,买盘
11,13:33:15,4.92,-0.020000000000000462,1,492.0,卖盘
12,13:36:27,4.92,0.0,4,1968.0,卖盘
13,14:05:12,4.92,0.0,1,492.0,卖盘
14,14:06:27,4.92,0.0,1,492.0,卖盘
15,14:10:36,4.93,0.009999999999999787,1,493.0,买盘
16,14:44:30,4.92,-0.009999999999999787,40,19716.0,卖盘
17,14:49:21,4.92,0.0,1,492.0,卖盘
18,14:53:42,4.92,0.0,3,1476.0,卖盘
19,14:54:18,4.92,0.0,0,275.5200000000041,卖盘
20,15:00:06,4.94,0.020000000000000462,1,494.0,买盘
