,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,14:01:33,2.91,-0.029999999999999805,18,5238.0,卖盘
1,14:13:06,2.91,0.0,2,582.0,卖盘
2,14:16:57,2.9,-0.010000000000000231,8,2320.0,卖盘
3,14:29:06,2.89,-0.009999999999999787,20,5780.0,卖盘
4,14:29:33,2.88,-0.010000000000000231,8,2304.0,卖盘
5,14:51:33,2.88,0.0,21,6157.439999999999,卖盘
6,14:52:42,2.87,-0.009999999999999787,17,4885.620000000003,卖盘
7,14:54:33,2.91,0.040000000000000036,40,11607.999999999996,买盘
8,14:55:18,2.94,0.029999999999999805,1,294.0,买盘
9,14:56:27,2.94,0.0,1,294.0,买盘
