,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:43:42,3.3,-0.06000000000000005,1,330,卖盘
1,09:48:12,3.36,0.06000000000000005,1,336,买盘
2,10:26:36,3.32,-0.040000000000000036,34,11288,卖盘
3,10:28:51,3.31,-0.009999999999999787,10,3310,卖盘
4,10:30:06,3.31,0.0,1,331,卖盘
5,10:34:27,3.31,0.0,9,2979,买盘
6,10:35:42,3.32,0.009999999999999787,1,332,买盘
7,10:38:33,3.31,-0.009999999999999787,11,3641,卖盘
8,10:40:00,3.3,-0.010000000000000231,36,11880,卖盘
9,10:40:45,3.36,0.06000000000000005,1,336,买盘
10,10:45:57,3.29,-0.06999999999999984,53,17437,卖盘
11,10:48:03,3.28,-0.010000000000000231,73,23944,卖盘
12,10:53:12,3.29,0.010000000000000231,20,6580,卖盘
13,10:53:42,3.36,0.06999999999999984,1,336,买盘
14,14:11:51,3.3,-0.06000000000000005,5,1650,卖盘
15,14:22:36,3.3,0.0,9,2970,卖盘
16,14:25:12,3.33,0.03000000000000025,1,333,买盘
17,14:31:51,3.3,-0.03000000000000025,20,6600,卖盘
18,14:44:30,3.29,-0.009999999999999787,27,8883,卖盘
19,14:47:03,3.29,0.0,83,27307,卖盘
