,Ёи╫╩й╠╪Д,Ёи╫╩╪ш,╪ш╦Я╠Д╤╞,Ёи╫╩а©ё╗йжё╘,Ёи╫╩╤Нё╗т╙ё╘,птжй
0,09:25:06,13.88,-0.06999999999999851,672,932902.56,бТел
1,09:30:06,13.87,-0.010000000000001563,304,422811.43999999994,бТел
2,09:30:09,13.88,0.010000000000001563,162,224780.8799999999,бРел
3,09:30:12,13.88,0.0,2,2776.0,бРел
4,09:30:18,13.87,-0.010000000000001563,2,2774.0,бТел
5,09:30:24,13.87,0.0,139,192913.0,бТел
6,09:30:27,13.87,0.0,11,15257.0,бРел
7,09:30:30,13.87,0.0,12,16644.0,бРел
8,09:30:33,13.87,0.0,13,18024.0,бРел
9,09:30:42,13.88,0.010000000000001563,1,1554.5600000000559,бРел
10,09:30:45,13.87,-0.010000000000001563,19,26368.88000000012,бТел
11,09:30:51,13.87,0.0,190,263741.99999999977,бТел
12,09:30:54,13.89,0.02000000000000135,36,50004.0,бРел
13,09:30:57,13.89,0.0,64,88896.0,бРел
14,09:31:00,13.9,0.009999999999999787,7,9730.0,бРел
15,09:31:06,13.9,0.0,19,26410.0,бРел
16,09:31:12,13.92,0.019999999999999574,56,77952.0,бРел
17,09:31:15,13.92,0.0,1,1392.0,бРел
18,09:31:18,13.92,0.0,23,32016.0,бРел
19,09:31:27,13.91,-0.009999999999999787,1,1391.0,бТел
20,09:31:30,13.91,0.0,35,48685.0,бТел
21,09:31:39,13.93,0.019999999999999574,97,134963.0,бРел
22,09:31:42,13.91,-0.019999999999999574,20,27820.0,жпптел
23,09:31:45,13.93,0.019999999999999574,11,15306.0,бРел
24,09:31:48,13.93,0.0,36,50082.0,бРел
25,09:31:54,13.91,-0.019999999999999574,41,57060.0,бТел
26,09:31:57,13.92,0.009999999999999787,1,1392.0,бРел
27,09:32:00,13.92,0.0,17,23665.0,бТел
28,09:32:09,13.92,0.0,33,45916.0,бРел
29,09:32:12,13.91,-0.009999999999999787,50,69550.0,бТел
30,09:32:18,13.92,0.009999999999999787,2,2783.0,бРел
31,09:32:21,13.9,-0.019999999999999574,20,27823.0,бТел
32,09:32:24,13.9,0.0,6,8340.0,бТел
33,09:32:30,13.91,0.009999999999999787,47,65331.0,жпптел
34,09:32:36,13.9,-0.009999999999999787,5,6950.0,бТел
35,09:32:39,13.91,0.009999999999999787,98,136301.0,бРел
36,09:32:45,13.9,-0.009999999999999787,20,27807.0,бТел
37,09:32:51,13.91,0.009999999999999787,1,1391.0,жпптел
38,09:32:54,13.91,0.0,11,15301.0,бРел
39,09:33:03,13.91,0.0,3,4173.0,бТел
40,09:33:09,13.91,0.0,22,30602.0,бРел
41,09:33:12,13.92,0.009999999999999787,198,275616.0,бРел
42,09:33:15,13.93,0.009999999999999787,4,5572.0,бРел
43,09:33:18,13.93,0.0,7,9751.0,бРел
44,09:33:24,13.93,0.0,23,32039.0,бРел
45,09:33:27,13.94,0.009999999999999787,12,16728.0,бРел
46,09:33:36,13.93,-0.009999999999999787,22,30646.0,бТел
47,09:33:39,13.94,0.009999999999999787,10,13940.0,бРел
48,09:33:45,13.94,0.0,28,39032.0,бРел
49,09:33:48,13.93,-0.009999999999999787,60,83580.0,бТел
50,09:33:51,13.93,0.0,25,34825.0,бРел
51,09:33:57,13.93,0.0,1,1393.0,бРел
52,09:34:00,13.91,-0.019999999999999574,257,358239.0,бТел
