,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:50:00,2.88,-0.010000000000000231,14,4032.0,卖盘
1,09:51:00,2.87,-0.009999999999999787,8,2296.0,卖盘
2,09:58:51,2.87,0.0,12,3444.0,卖盘
3,10:36:33,2.87,0.0,19,5453.0,卖盘
4,10:37:03,2.87,0.0,12,3444.0,卖盘
5,10:52:54,2.97,0.10000000000000009,5,1485.0,买盘
6,10:53:42,2.97,0.0,34,10100.970000000001,卖盘
7,10:55:03,2.97,0.0,60,17820.0,卖盘
8,11:25:51,2.88,-0.0900000000000003,73,21024.0,卖盘
9,13:01:54,2.96,0.08000000000000007,7,2072.0,买盘
10,14:55:33,2.94,-0.020000000000000018,5,1470.0,买盘
11,15:00:03,2.94,0.0,45,13230.0,买盘
