,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:25:06,3.2,0.03000000000000025,1,320,买盘
1,10:14:36,3.18,-0.020000000000000018,68,21624,买盘
2,10:16:18,3.18,0.0,52,16536,买盘
3,10:18:24,3.18,0.0,13,4134,买盘
4,10:40:03,3.18,0.0,57,18126,买盘
5,11:11:30,3.18,0.0,82,26076,买盘
6,11:14:39,3.18,0.0,100,31800,买盘
7,13:17:45,3.18,0.0,13,4134,买盘
8,13:21:30,3.18,0.0,7,2226,卖盘
9,13:37:03,3.18,0.0,71,22578,买盘
10,13:40:42,3.18,0.0,17,5406,买盘
11,13:48:24,3.18,0.0,3,954,卖盘
12,14:10:33,3.18,0.0,14,4452,买盘
13,14:33:00,3.17,-0.010000000000000231,36,11412,卖盘
14,14:33:12,3.17,0.0,37,11729,买盘
15,14:35:03,3.17,0.0,31,9827,买盘
16,14:39:24,3.16,-0.009999999999999787,67,21172,卖盘
17,14:41:24,3.16,0.0,25,7900,卖盘
18,14:42:27,3.16,0.0,39,12324,卖盘
19,14:43:03,3.15,-0.010000000000000231,256,80641,卖盘
20,14:56:36,3.16,0.010000000000000231,100,31600,卖盘
21,15:00:03,3.17,0.009999999999999787,2,634,买盘
