,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:46:00,9.15,0.009999999999999787,13,11895,买盘
1,09:46:57,9.15,0.0,5,4575,买盘
2,09:48:18,9.21,0.0600000000000005,1,921,买盘
3,09:51:06,9.21,0.0,37,34077,卖盘
4,09:53:27,9.05,-0.16000000000000014,58,52740,卖盘
5,09:59:12,9.07,0.019999999999999574,1,907,卖盘
6,09:59:21,9.07,0.0,1,907,卖盘
7,09:59:27,9.07,0.0,9,8163,卖盘
8,10:00:00,9.06,-0.009999999999999787,38,34428,卖盘
9,11:28:54,9.09,0.02999999999999936,16,14558,卖盘
10,13:34:12,9.1,0.009999999999999787,7,6370,卖盘
11,14:37:03,9.1,0.0,5,4550,卖盘
