,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:44:48,2.95,0.0,1,295,买盘
1,10:24:24,2.9,-0.050000000000000266,2,580,卖盘
2,10:28:27,2.94,0.040000000000000036,1,294,买盘
3,10:59:27,2.94,0.0,18,5292,买盘
4,11:05:57,2.95,0.010000000000000231,1,295,买盘
5,14:03:57,2.95,0.0,3,885,买盘
6,14:04:12,2.95,0.0,57,16815,买盘
7,14:08:30,2.97,0.020000000000000018,1,297,买盘
8,14:26:51,2.97,0.0,43,12771,买盘
9,14:27:09,2.98,0.009999999999999787,32,9536,买盘
10,14:32:54,2.98,0.0,2,596,买盘
11,14:51:03,2.99,0.010000000000000231,1,299,买盘
12,14:51:30,2.99,0.0,10,2990,买盘
13,15:00:06,2.99,0.0,105,31395,买盘
