,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:44:51,2.3,0.0,10,2300.0,卖盘
1,09:52:51,2.29,-0.009999999999999787,0,2.2899999999999636,卖盘
2,10:38:12,2.29,0.0,1,229.0,卖盘
3,10:40:06,2.3,0.009999999999999787,1,230.0,买盘
4,10:49:15,2.31,0.010000000000000231,61,14091.0,买盘
5,10:50:18,2.31,0.0,47,10857.0,买盘
6,11:01:30,2.31,0.0,3,693.0,买盘
7,14:17:30,2.3,-0.010000000000000231,120,27600.0,卖盘
8,14:25:30,2.3,0.0,10,2300.0,买盘
9,14:32:48,2.3,0.0,10,2300.0,买盘
10,14:37:45,2.3,0.0,10,2300.0,买盘
11,14:50:21,2.3,0.0,41,9429.999999999993,卖盘
12,14:52:06,2.29,-0.009999999999999787,85,19465.0,卖盘
13,14:53:30,2.29,0.0,10,2290.0,买盘
14,14:53:36,2.29,0.0,6,1374.0,买盘
15,14:55:06,2.29,0.0,45,10305.0,卖盘
16,14:56:27,2.29,0.0,56,12824.0,买盘
