,Ёи╫╩й╠╪Д,Ёи╫╩╪ш,╪ш╦Я╠Д╤╞,Ёи╫╩а©ё╗йжё╘,Ёи╫╩╤Нё╗т╙ё╘,птжй
0,09:25:06,2.86,-0.010000000000000231,148,42328.0,бРел
1,09:30:09,2.87,0.010000000000000231,191,55087.0,бРел
2,09:30:12,2.87,0.0,12,3444.0,бРел
3,09:30:21,2.87,0.0,10,2870.0,бРел
4,09:30:27,2.86,-0.010000000000000231,4,1144.0,бТел
5,09:30:36,2.87,0.010000000000000231,10,2870.0,бРел
6,09:30:45,2.86,-0.010000000000000231,1,286.0,бТел
7,09:30:57,2.87,0.010000000000000231,6,1722.0,бРел
8,09:31:09,2.87,0.0,13,3731.0,бРел
9,09:31:12,2.87,0.0,4,1148.0,бРел
10,09:31:15,2.86,-0.010000000000000231,54,15445.0,бТел
11,09:31:21,2.87,0.010000000000000231,16,4592.0,бРел
12,09:31:33,2.86,-0.010000000000000231,18,5165.0,бТел
13,09:31:45,2.87,0.010000000000000231,15,4305.0,бРел
14,09:32:06,2.87,0.0,1,287.0,бРел
15,09:32:12,2.86,-0.010000000000000231,264,75504.0,бТел
16,09:32:15,2.86,0.0,20,5720.0,бРел
17,09:32:18,2.86,0.0,12,3432.0,бРел
18,09:32:24,2.86,0.0,20,5720.0,бРел
19,09:32:27,2.86,0.0,119,34034.0,бРел
20,09:32:51,2.87,0.010000000000000231,10,2870.0,бРел
21,09:33:00,2.87,0.0,20,5740.0,бРел
22,09:33:06,2.86,-0.010000000000000231,5,1430.0,бТел
23,09:33:09,2.87,0.010000000000000231,5,1435.0,бРел
24,09:33:36,2.88,0.009999999999999787,36,10368.0,бРел
25,09:34:27,2.87,-0.009999999999999787,65,18655.0,бТел
26,09:34:30,2.87,0.0,2,574.0,бТел
27,09:34:33,2.87,0.0,2,574.0,бТел
28,09:34:48,2.87,0.0,125,35875.0,бТел
29,09:34:54,2.86,-0.010000000000000231,1,286.0,бТел
30,09:35:24,2.87,0.010000000000000231,4,1148.0,бРел
31,09:35:27,2.87,0.0,13,3731.0,бРел
32,09:35:36,2.88,0.009999999999999787,70,20160.0,бРел
33,09:35:48,2.87,-0.009999999999999787,8,2296.0,бТел
34,09:35:51,2.87,0.0,2,574.0,бРел
35,09:36:03,2.87,0.0,33,9471.0,бРел
36,09:36:06,2.87,0.0,100,28700.0,бРел
37,09:36:09,2.87,0.0,39,11193.0,бРел
38,09:36:12,2.86,-0.010000000000000231,45,12870.0,бТел
39,09:36:27,2.87,0.010000000000000231,26,7462.0,бРел
40,09:36:30,2.86,-0.010000000000000231,34,9726.0,бТел
41,09:37:24,2.87,0.010000000000000231,1,287.0,бТел
42,09:39:12,2.88,0.009999999999999787,431,124098.0,бРел
43,09:39:39,2.87,-0.009999999999999787,303,87161.0,бТел
44,09:39:48,2.87,0.0,585,167895.0,бТел
45,09:39:51,2.88,0.009999999999999787,16,4608.0,бРел
46,09:40:00,2.88,0.0,50,14400.0,бРел
47,09:40:06,2.88,0.0,7,2016.0,бРел
48,09:40:09,2.88,0.0,40,11520.0,бРел
49,09:40:12,2.88,0.0,23,6624.0,бРел
50,09:40:15,2.88,0.0,6,1728.0,бРел
51,09:40:24,2.88,0.0,3,864.0,бРел
52,09:41:48,2.88,0.0,85,24480.0,бРел
53,09:42:09,2.88,0.0,5,1440.0,бРел
54,09:43:30,2.88,0.0,2,576.0,бРел
55,09:44:03,2.87,-0.009999999999999787,200,57400.0,бТел
56,09:44:18,2.87,0.0,10,2870.0,бТел
57,09:44:36,2.87,0.0,171,49077.0,бТел
58,09:44:48,2.87,0.0,55,15785.0,бРел
59,09:44:54,2.87,0.0,50,14350.0,бТел
60,09:45:15,2.87,0.0,20,5740.0,бТел
61,09:45:33,2.87,0.0,27,7749.0,бТел
62,09:45:36,2.87,0.0,10,2870.0,бРел
63,09:45:39,2.87,0.0,4,1148.0,бРел
64,09:45:42,2.87,0.0,3,861.0,бРел
65,09:45:45,2.87,0.0,2,574.0,бРел
66,09:45:48,2.87,0.0,343,98185.0,бРел
67,09:46:15,2.87,0.0,98,28126.0,бРел
68,09:46:36,2.87,0.0,20,5740.0,бРел
69,09:46:45,2.87,0.0,60,17220.0,бРел
70,09:47:03,2.87,0.0,44,12628.0,бТел
71,09:47:09,2.87,0.0,15,4305.0,бРел
72,09:47:12,2.87,0.0,15,4305.0,бРел
73,09:47:18,2.87,0.0,7,2009.0,бРел
74,09:48:09,2.87,0.0,122,35014.0,бТел
75,09:49:24,2.87,0.0,253,72611.0,бРел
76,09:50:00,2.87,0.0,67,19229.0,бТел
77,09:50:15,2.87,0.0,70,20090.0,бТел
78,09:50:27,2.87,0.0,31,8897.0,бТел
79,09:50:30,2.87,0.0,1,287.0,бТел
80,09:51:39,2.88,0.009999999999999787,34,9792.0,бРел
81,09:51:45,2.88,0.0,10,2880.0,бРел
82,09:51:57,2.87,-0.009999999999999787,200,57400.0,бТел
83,09:52:15,2.87,0.0,10,2870.0,бТел
84,09:52:21,2.87,0.0,20,5740.0,бТел
85,09:52:42,2.87,0.0,11,3157.0,бТел
86,09:53:18,2.87,0.0,86,24718.0,бТел
87,09:53:21,2.87,0.0,10,2870.0,бТел
88,09:53:33,2.87,0.0,500,143500.0,бТел
89,09:53:45,2.87,0.0,1,287.0,бТел
90,09:53:48,2.87,0.0,10,2870.0,бТел
91,09:54:30,2.87,0.0,100,28700.0,бТел
92,09:54:42,2.87,0.0,27,7749.0,бТел
93,09:54:45,2.87,0.0,3,861.0,бРел
94,09:55:30,2.87,0.0,8,2296.0,бТел
95,09:55:51,2.87,0.0,20,5740.0,бТел
96,09:55:54,2.87,0.0,5,1435.0,бТел
97,09:56:15,2.87,0.0,8,2296.0,бТел
98,09:58:12,2.87,0.0,56,16072.0,бТел
99,10:01:33,2.87,0.0,7,2009.0,бТел
100,10:02:12,2.87,0.0,537,154119.0,бТел
101,10:02:15,2.86,-0.010000000000000231,78,22370.0,бТел
102,10:02:21,2.87,0.010000000000000231,81,23247.0,бРел
