,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,10:07:24,3.16,-0.009999999999999787,5,1580.0,卖盘
1,10:26:03,3.16,0.0,4,1264.0,卖盘
2,10:43:33,3.16,0.0,6,1896.0,卖盘
3,10:56:27,3.15,-0.010000000000000231,50,15750.0,卖盘
4,11:00:15,3.14,-0.009999999999999787,10,3140.0,卖盘
5,11:15:09,3.16,0.020000000000000018,3,943.4000000000015,买盘
6,11:28:24,3.13,-0.03000000000000025,10,3130.0,卖盘
7,11:29:57,3.14,0.010000000000000231,8,2512.0,卖盘
8,13:25:03,3.14,0.0,50,15700.0,卖盘
9,13:36:33,3.15,0.009999999999999787,50,15750.0,买盘
10,13:48:27,3.16,0.010000000000000231,1,316.0,买盘
11,14:22:00,3.14,-0.020000000000000018,2,628.0,卖盘
12,14:32:27,3.14,0.0,48,15071.999999999993,卖盘
13,14:33:21,3.13,-0.010000000000000231,91,28483.0,卖盘
14,14:37:45,3.15,0.020000000000000018,1,315.0,买盘
15,14:43:45,3.16,0.010000000000000231,1,316.0,买盘
