,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:32:18,5.3,0.0,7,3710.0,卖盘
1,09:46:27,5.3,0.0,3,1590.0,买盘
2,10:19:42,5.31,0.009999999999999787,8,4248.0,卖盘
3,10:33:48,5.39,0.08000000000000007,6,3234.0,买盘
4,11:02:15,5.39,0.0,112,60173.0,买盘
5,11:03:54,5.39,0.0,24,13394.149999999994,买盘
6,13:03:09,5.39,0.0,0,80.85000000000582,卖盘
7,13:12:18,5.39,0.0,5,2695.0,买盘
8,13:38:36,5.38,-0.009999999999999787,18,9684.0,买盘
9,13:46:39,5.38,0.0,10,5380.0,买盘
10,13:56:00,5.38,0.0,1,538.0,买盘
11,14:11:00,5.31,-0.07000000000000028,10,5310.0,卖盘
12,14:26:54,5.31,0.0,3,1593.0,卖盘
13,14:29:30,5.3,-0.009999999999999787,15,8453.5,卖盘
14,14:40:09,5.3,0.0,19,10070.0,卖盘
15,14:42:36,5.29,-0.009999999999999787,10,5290.049999999988,卖盘
16,14:43:48,5.28,-0.009999999999999787,5,2904.0500000000175,卖盘
17,14:56:00,5.28,0.0,28,15086.399999999994,卖盘
18,14:56:30,5.28,0.0,19,10032.0,买盘
