,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:30:03,1.73,-0.040000000000000036,7,1211,卖盘
1,09:35:27,1.78,0.050000000000000044,1,178,买盘
2,09:51:36,1.74,-0.040000000000000036,36,6264,卖盘
3,09:51:57,1.73,-0.010000000000000009,5,865,卖盘
4,09:52:30,1.74,0.010000000000000009,14,2436,买盘
5,10:06:27,1.74,0.0,27,4698,卖盘
6,10:08:30,1.74,0.0,46,8004,买盘
7,10:22:27,1.74,0.0,161,28014,买盘
8,10:42:36,1.77,0.030000000000000027,1,177,买盘
9,11:05:15,1.74,-0.030000000000000027,14,2436,卖盘
10,11:09:24,1.74,0.0,10,1740,卖盘
11,11:11:18,1.76,0.020000000000000018,27,4752,买盘
12,11:24:30,1.74,-0.020000000000000018,26,4524,卖盘
13,11:24:45,1.74,0.0,25,4350,卖盘
14,11:26:42,1.74,0.0,10,1740,卖盘
15,13:00:06,1.76,0.020000000000000018,3,528,买盘
16,13:52:33,1.74,-0.020000000000000018,4,696,卖盘
17,14:23:36,1.74,0.0,35,6090,卖盘
18,14:41:42,1.75,0.010000000000000009,4,700,买盘
19,14:51:51,1.75,0.0,45,7875,卖盘
20,14:56:57,1.74,-0.010000000000000009,50,8700,卖盘
