,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,10:10:36,3.46,0.020000000000000018,45,15570,买盘
1,10:57:15,3.44,-0.020000000000000018,21,7224,买盘
2,11:18:00,3.43,-0.009999999999999787,1,343,卖盘
3,11:22:09,3.43,0.0,7,2401,卖盘
4,11:24:15,3.43,0.0,13,4459,买盘
5,13:09:39,3.43,0.0,40,13720,卖盘
6,13:29:51,3.42,-0.010000000000000231,50,17101,卖盘
7,13:37:15,3.43,0.010000000000000231,12,4116,买盘
8,13:42:36,3.43,0.0,13,4459,卖盘
9,14:06:33,3.42,-0.010000000000000231,34,11639,卖盘
10,14:31:24,3.43,0.010000000000000231,20,6860,买盘
11,15:00:03,3.44,0.009999999999999787,1,344,买盘
