,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,10:00:27,2.67,-0.010000000000000231,0,194.91,买盘
1,10:15:36,2.68,0.010000000000000231,20,5360.0,买盘
2,10:16:48,2.68,0.0,20,5360.0,卖盘
3,10:41:15,2.65,-0.03000000000000025,35,9275.0,卖盘
4,10:47:06,2.65,0.0,2,530.0,买盘
5,10:48:03,2.65,0.0,18,4770.0,卖盘
6,10:52:18,2.65,0.0,9,2385.0,买盘
7,10:54:33,2.68,0.03000000000000025,20,5311.310000000001,买盘
8,13:00:09,2.64,-0.040000000000000036,1,264.0,卖盘
9,13:10:24,2.65,0.009999999999999787,17,4505.0,买盘
10,13:28:33,2.65,0.0,1,265.0,卖盘
11,13:30:57,2.63,-0.020000000000000018,70,18422.0,卖盘
12,13:34:24,2.62,-0.009999999999999787,77,20202.0,卖盘
13,13:34:45,2.62,0.0,3,786.0,买盘
14,13:42:18,2.65,0.029999999999999805,20,5300.0,买盘
15,13:49:15,2.67,0.020000000000000018,20,5316.0,买盘
16,14:35:03,2.63,-0.040000000000000036,4,1052.0,卖盘
17,14:36:12,2.63,0.0,14,3682.0,买盘
18,14:36:33,2.63,0.0,7,1841.0,买盘
19,14:40:33,2.62,-0.009999999999999787,100,26200.0,卖盘
20,14:40:51,2.63,0.009999999999999787,28,7341.0,买盘
21,14:49:57,2.66,0.03000000000000025,20,5320.0,买盘
22,14:51:45,2.64,-0.020000000000000018,13,3432.0,卖盘
23,14:53:30,2.64,0.0,2,528.0,买盘
24,15:00:03,2.65,0.009999999999999787,72,19080.0,买盘
