,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:46:48,2.27,0.020000000000000018,30,6810.0,买盘
1,09:49:03,2.27,0.0,6,1362.0,买盘
2,09:55:51,2.27,0.0,124,28148.0,买盘
3,09:55:54,2.27,0.0,200,45400.0,卖盘
4,09:57:21,2.27,0.0,73,16571.0,卖盘
5,10:08:51,2.28,0.009999999999999787,7,1596.0,买盘
6,10:13:09,2.31,0.03000000000000025,172,39466.0,买盘
7,10:13:33,2.31,0.0,21,4851.0,卖盘
8,10:13:57,2.31,0.0,7,1617.0,卖盘
9,10:45:51,2.3,-0.010000000000000231,104,24058.0,买盘
10,10:54:51,2.3,0.0,85,19550.0,卖盘
11,11:20:36,2.31,0.010000000000000231,127,29339.309999999998,买盘
12,11:23:39,2.31,0.0,5,1155.0,卖盘
13,11:26:54,2.31,0.0,25,5775.0,卖盘
14,13:31:21,2.31,0.0,2,690.6900000000023,卖盘
15,14:01:12,2.3,-0.010000000000000231,0,142.60000000000582,卖盘
16,14:02:06,2.3,0.0,9,2249.399999999994,卖盘
17,14:26:36,2.29,-0.009999999999999787,10,2290.0,卖盘
18,14:38:27,2.29,0.0,190,43510.0,卖盘
19,14:48:24,2.28,-0.010000000000000231,4,912.0,卖盘
20,14:56:06,2.3,0.020000000000000018,2,460.0,买盘
21,15:00:03,2.28,-0.020000000000000018,1,228.0,买盘
