,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:31:21,2.3,0.020000000000000018,60,13800,买盘
1,09:31:27,2.32,0.020000000000000018,26,6020,买盘
2,09:31:33,2.32,0.0,3,696,卖盘
3,09:32:00,2.33,0.010000000000000231,10,2330,买盘
4,09:32:06,2.3,-0.03000000000000025,1,230,卖盘
5,09:32:12,2.3,0.0,1,230,卖盘
6,09:32:18,2.3,0.0,1,230,卖盘
7,09:37:24,2.3,0.0,16,3680,卖盘
8,09:37:30,2.28,-0.020000000000000018,1,228,卖盘
9,09:38:39,2.3,0.020000000000000018,30,6900,买盘
10,09:38:45,2.26,-0.040000000000000036,4,910,卖盘
11,09:54:24,2.28,0.020000000000000018,12,2736,卖盘
12,09:54:30,2.28,0.0,1,228,卖盘
13,09:54:36,2.28,0.0,1,228,卖盘
14,10:02:51,2.28,0.0,42,9576,卖盘
15,10:02:57,2.27,-0.009999999999999787,5,1135,卖盘
16,10:03:03,2.27,0.0,1,227,卖盘
17,11:23:54,2.3,0.029999999999999805,20,4600,买盘
18,11:23:57,2.27,-0.029999999999999805,3,681,卖盘
19,13:41:48,2.27,0.0,10,2270,卖盘
20,13:41:54,2.27,0.0,1,227,卖盘
21,14:48:39,2.3,0.029999999999999805,157,36110,买盘
