,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:52:39,2.15,0.0,70,15050,买盘
1,09:53:42,2.15,0.0,30,6450,卖盘
2,10:25:42,2.15,0.0,4,860,买盘
3,10:27:30,2.15,0.0,15,3225,买盘
4,10:27:33,2.15,0.0,29,6235,买盘
5,10:31:06,2.16,0.010000000000000231,1,216,买盘
6,10:37:51,2.16,0.0,42,9072,买盘
7,11:10:09,2.15,-0.010000000000000231,26,5590,买盘
8,11:22:24,2.15,0.0,52,11180,买盘
9,11:25:03,2.15,0.0,12,2580,买盘
10,11:27:03,2.15,0.0,20,4300,买盘
11,13:17:36,2.16,0.010000000000000231,1,216,买盘
12,13:41:27,2.16,0.0,63,13608,买盘
13,13:54:51,2.15,-0.010000000000000231,100,21500,卖盘
14,14:05:48,2.15,0.0,64,13760,卖盘
15,14:12:48,2.15,0.0,100,21500,买盘
16,14:39:27,2.15,0.0,124,26660,买盘
17,14:45:24,2.15,0.0,1,215,买盘
