,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:42:27,4.91,-0.04999999999999982,94,46169,卖盘
1,09:51:09,4.98,0.07000000000000028,1,498,买盘
2,10:25:00,4.97,-0.010000000000000675,100,49700,买盘
3,10:55:18,4.95,-0.019999999999999574,5,2475,卖盘
4,11:07:18,4.94,-0.009999999999999787,24,11856,卖盘
5,11:09:12,4.94,0.0,3,1482,卖盘
6,11:14:30,4.93,-0.010000000000000675,17,8381,卖盘
7,11:16:15,4.94,0.010000000000000675,27,13338,买盘
8,13:03:06,4.95,0.009999999999999787,46,22770,买盘
9,13:13:33,4.95,0.0,1,495,买盘
10,13:14:39,4.97,0.019999999999999574,75,37245,买盘
11,13:17:21,4.95,-0.019999999999999574,80,39600,卖盘
12,13:49:51,4.95,0.0,10,4950,卖盘
13,13:54:21,4.95,0.0,51,25245,卖盘
14,14:17:00,4.95,0.0,30,14850,卖盘
15,14:21:51,4.95,0.0,40,19800,卖盘
16,14:22:21,4.94,-0.009999999999999787,155,76570,卖盘
17,14:27:51,4.94,0.0,10,4940,卖盘
18,14:32:03,4.94,0.0,8,3952,卖盘
19,14:35:21,4.94,0.0,300,148200,买盘
20,14:35:57,4.93,-0.010000000000000675,27,13311,卖盘
21,14:51:36,4.93,0.0,74,36482,卖盘
22,14:56:48,4.93,0.0,5,2465,买盘
