,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:30:03,3.36,-0.07000000000000028,3,1008,买盘
1,09:32:42,3.56,0.20000000000000018,35,12460,买盘
2,09:33:39,3.56,0.0,15,5340,卖盘
3,09:54:42,3.51,-0.050000000000000266,14,4914,买盘
4,11:22:24,3.47,-0.03999999999999959,15,5205,买盘
5,13:29:18,3.43,-0.040000000000000036,22,7546,卖盘
6,14:41:03,3.44,0.009999999999999787,10,3440,卖盘
7,14:46:39,3.48,0.040000000000000036,80,27802,买盘
8,14:50:21,3.49,0.010000000000000231,100,34832,买盘
9,14:52:54,3.48,-0.010000000000000231,95,33060,买盘
10,14:55:03,3.48,0.0,75,26100,买盘
