,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:25:06,3.13,-0.03000000000000025,13,4069,买盘
1,09:30:06,3.15,0.020000000000000018,38,11970,买盘
2,09:31:15,3.15,0.0,61,19215,卖盘
3,09:36:54,3.19,0.040000000000000036,1,319,买盘
4,09:47:57,3.15,-0.040000000000000036,22,6930,卖盘
5,09:52:33,3.17,0.020000000000000018,1,317,买盘
6,09:55:27,3.13,-0.040000000000000036,15,4695,卖盘
7,09:56:03,3.13,0.0,14,4382,卖盘
8,09:59:21,3.16,0.03000000000000025,1,316,买盘
9,10:17:54,3.15,-0.010000000000000231,2,630,买盘
10,10:49:57,3.13,-0.020000000000000018,104,32552,卖盘
11,10:50:30,3.14,0.010000000000000231,10,3140,买盘
12,11:04:06,3.11,-0.03000000000000025,79,24597,卖盘
13,11:07:15,3.14,0.03000000000000025,1,314,买盘
14,13:00:03,3.13,-0.010000000000000231,17,5321,买盘
15,13:11:57,3.14,0.010000000000000231,40,12542,买盘
16,13:46:18,3.13,-0.010000000000000231,40,12520,买盘
17,13:46:39,3.13,0.0,12,3756,卖盘
18,14:04:06,3.14,0.010000000000000231,7,2198,买盘
19,14:23:18,3.13,-0.010000000000000231,46,14398,卖盘
20,14:23:54,3.12,-0.009999999999999787,60,18720,卖盘
21,14:24:00,3.12,0.0,60,18720,卖盘
22,14:27:18,3.12,0.0,40,12480,卖盘
23,14:27:30,3.13,0.009999999999999787,30,9390,买盘
24,14:30:06,3.14,0.010000000000000231,1,314,买盘
