,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,10:09:54,28.8,0.3200000000000003,1,2880,买盘
1,10:14:09,28.78,-0.019999999999999574,1,2878,买盘
2,10:51:30,28.77,-0.010000000000001563,81,233008,买盘
3,11:13:21,28.77,0.0,4,11508,买盘
4,13:15:18,28.73,-0.03999999999999915,36,103427,买盘
5,13:21:45,28.51,-0.21999999999999886,5,14255,卖盘
6,13:28:09,28.73,0.21999999999999886,33,94786,买盘
7,13:30:24,28.5,-0.23000000000000043,3,8550,卖盘
8,13:58:06,28.52,0.019999999999999574,4,11408,卖盘
9,13:59:12,28.5,-0.019999999999999574,5,14253,卖盘
10,14:00:18,28.5,0.0,14,39900,卖盘
11,14:00:42,28.5,0.0,4,11400,买盘
12,14:00:54,28.5,0.0,1,2850,买盘
13,14:23:18,28.37,-0.129999999999999,20,56758,卖盘
14,14:45:57,28.38,0.00999999999999801,6,17028,卖盘
15,14:46:48,28.38,0.0,12,34056,买盘
16,14:47:15,28.38,0.0,3,8514,买盘
