,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:36:15,28.5,-0.10000000000000142,1,2850,卖盘
1,09:56:15,28.5,0.0,1,2850,卖盘
2,10:19:27,28.72,0.21999999999999886,2,5744,买盘
3,10:20:03,28.72,0.0,3,8616,卖盘
4,11:24:09,28.51,-0.2099999999999973,13,37066,卖盘
5,11:25:00,28.51,0.0,5,14255,买盘
6,11:25:51,28.51,0.0,12,34212,买盘
7,13:09:15,28.51,0.0,20,57020,卖盘
8,14:24:18,28.51,0.0,1,2851,卖盘
9,14:32:03,28.67,0.16000000000000014,1,2867,买盘
10,14:37:06,28.67,0.0,1,2867,买盘
11,14:38:12,28.51,-0.16000000000000014,5,14280,卖盘
12,14:47:03,28.66,0.14999999999999858,1,2866,买盘
13,14:49:03,28.66,0.0,1,2866,买盘
14,14:51:03,28.66,0.0,1,2866,买盘
15,14:53:03,28.66,0.0,1,2866,买盘
16,14:53:45,28.66,0.0,4,11464,买盘
17,14:54:09,28.66,0.0,1,2866,买盘
18,14:54:33,28.66,0.0,1,2866,买盘
19,14:55:18,28.65,-0.010000000000001563,5,14325,买盘
20,14:55:24,28.65,0.0,5,14325,卖盘
21,14:55:54,28.51,-0.13999999999999702,2,5702,卖盘
22,15:00:03,28.66,0.14999999999999858,20,57320,买盘
