,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:34:18,2.27,-0.009999999999999787,1,227.0,买盘
1,09:42:12,2.26,-0.010000000000000231,33,7458.0,买盘
2,09:53:33,2.26,0.0,7,1582.0,卖盘
3,09:56:27,2.27,0.010000000000000231,73,16571.0,买盘
4,09:57:00,2.27,0.0,7,1589.0,卖盘
5,09:57:27,2.27,0.0,350,79450.0,买盘
6,09:57:42,2.27,0.0,24,5448.0,买盘
7,10:00:00,2.27,0.0,10,2270.0,卖盘
8,10:07:06,2.28,0.009999999999999787,52,11856.0,买盘
9,10:21:18,2.28,0.0,50,11400.0,买盘
10,10:36:36,2.28,0.0,6,1368.0,买盘
11,10:41:15,2.27,-0.009999999999999787,30,6810.0,卖盘
12,13:00:09,2.28,0.009999999999999787,2,456.0,买盘
13,13:05:06,2.28,0.0,29,6612.0,卖盘
14,13:06:42,2.27,-0.009999999999999787,2,454.0,卖盘
15,13:06:48,2.31,0.040000000000000036,1,231.0,买盘
16,13:43:42,2.27,-0.040000000000000036,21,4767.0,卖盘
17,13:56:21,2.27,0.0,30,6810.0,卖盘
18,13:56:48,2.27,0.0,10,2270.0,卖盘
19,14:28:39,2.27,0.0,7,1634.3999999999942,卖盘
20,14:53:18,2.29,0.020000000000000018,1,229.0,买盘
21,15:00:03,2.29,0.0,2,458.0,买盘
