,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:33:57,2.3,0.009999999999999787,35,8050,卖盘
1,09:44:09,2.3,0.0,11,2530,买盘
2,09:59:48,2.3,0.0,1,230,卖盘
3,10:01:54,2.3,0.0,27,6210,卖盘
4,10:30:12,2.3,0.0,70,16100,卖盘
5,10:36:18,2.3,0.0,10,2300,卖盘
6,10:39:45,2.31,0.010000000000000231,200,46200,买盘
7,10:53:09,2.31,0.0,13,3003,卖盘
8,10:57:15,2.32,0.009999999999999787,23,5329,买盘
9,10:59:39,2.32,0.0,2,464,卖盘
10,11:02:45,2.32,0.0,5,1160,买盘
11,11:07:03,2.32,0.0,30,6960,卖盘
12,11:09:15,2.32,0.0,18,4176,卖盘
13,11:23:57,2.31,-0.009999999999999787,6,1386,卖盘
14,13:40:06,2.31,0.0,15,3465,卖盘
15,14:00:21,2.31,0.0,140,32340,卖盘
16,14:08:39,2.31,0.0,55,12705,卖盘
17,14:20:06,2.3,-0.010000000000000231,2,460,卖盘
18,14:40:27,2.3,0.0,30,6900,卖盘
19,14:44:54,2.3,0.0,127,29210,卖盘
20,14:45:30,2.3,0.0,30,6900,卖盘
