,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:36:24,1.71,-0.020000000000000018,9,1539,卖盘
1,09:45:36,1.71,0.0,102,17442,卖盘
2,09:46:54,1.71,0.0,28,4788,买盘
3,10:04:09,1.71,0.0,30,5130,卖盘
4,10:09:15,1.7,-0.010000000000000009,50,8500,卖盘
5,10:10:03,1.7,0.0,1,170,卖盘
6,10:17:00,1.7,0.0,10,1700,卖盘
7,10:17:39,1.7,0.0,3,510,卖盘
8,10:25:06,1.71,0.010000000000000009,20,3420,买盘
9,10:40:15,1.7,-0.010000000000000009,20,3400,卖盘
10,10:40:27,1.7,0.0,180,30600,卖盘
11,13:28:51,1.72,0.020000000000000018,20,3440,买盘
12,13:32:45,1.72,0.0,1,172,买盘
13,14:04:51,1.7,-0.020000000000000018,105,17850,卖盘
14,14:11:54,1.7,0.0,42,7140,卖盘
15,14:38:39,1.7,0.0,319,54230,卖盘
16,14:51:39,1.7,0.0,15,2550,卖盘
17,14:52:18,1.72,0.020000000000000018,1,172,买盘
