,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,10:35:48,3.27,-0.040000000000000036,2,915.6,卖盘
1,10:47:18,3.32,0.04999999999999982,1,331.9999999999999,买盘
2,10:58:54,3.32,0.0,50,16600.0,买盘
3,13:31:12,3.27,-0.04999999999999982,10,3270.0,卖盘
4,13:32:57,3.27,0.0,28,9156.0,卖盘
5,13:53:54,3.27,0.0,33,10856.400000000001,卖盘
6,14:01:54,3.27,0.0,5,1635.0,买盘
7,14:13:15,3.27,0.0,18,5886.0,买盘
8,14:30:39,3.26,-0.010000000000000231,40,13040.0,卖盘
9,14:33:15,3.27,0.010000000000000231,1,327.0,买盘
10,14:35:12,3.26,-0.010000000000000231,24,7824.0,卖盘
11,14:44:12,3.26,0.0,23,7498.0,买盘
