,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,10:35:42,3.73,0.009999999999999787,1,373.0,买盘
1,10:35:54,3.72,-0.009999999999999787,1,372.0,卖盘
2,10:38:30,3.72,0.0,10,3720.0,买盘
3,10:48:57,3.71,-0.010000000000000231,10,3958.5699999999997,卖盘
4,13:01:00,3.71,0.0,1,371.0,卖盘
5,13:24:12,3.72,0.010000000000000231,5,1860.0,买盘
6,13:29:18,3.72,0.0,9,3348.0,买盘
7,13:30:03,3.72,0.0,1,372.0,卖盘
8,13:30:18,3.69,-0.03000000000000025,51,18873.660000000003,卖盘
9,14:00:54,3.72,0.03000000000000025,10,3720.0,买盘
10,14:06:33,3.7,-0.020000000000000018,23,8510.0,卖盘
11,14:07:39,3.69,-0.010000000000000231,79,29150.999999999993,卖盘
12,14:16:39,3.69,0.0,7,2583.0,卖盘
13,14:31:06,3.69,0.0,8,2952.0,卖盘
14,14:40:06,3.69,0.0,4,1476.0,卖盘
15,14:44:12,3.7,0.010000000000000231,18,6660.0,买盘
16,14:50:48,3.7,0.0,30,11100.0,买盘
17,15:00:09,3.7,0.0,20,7400.0,买盘
