,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,11:17:42,1.75,-0.010000000000000009,1,175,卖盘
1,13:00:06,1.76,0.010000000000000009,50,8800,中性盘
2,13:16:57,1.75,-0.010000000000000009,3,525,卖盘
3,13:33:03,1.76,0.010000000000000009,175,30800,买盘
4,14:07:24,1.75,-0.010000000000000009,58,10150,卖盘
5,14:26:09,1.76,0.010000000000000009,1,176,买盘
6,14:36:21,1.76,0.0,230,40480,买盘
7,14:36:45,1.76,0.0,20,3520,买盘
8,14:37:18,1.76,0.0,50,8800,买盘
9,14:37:48,1.76,0.0,30,5280,买盘
10,14:37:57,1.76,0.0,111,19536,买盘
11,14:38:18,1.77,0.010000000000000009,25,4425,买盘
12,14:49:39,1.77,0.0,22,3894,买盘
