,Ёи╫╩й╠╪Д,Ёи╫╩╪ш,╪ш╦Я╠Д╤╞,Ёи╫╩а©ё╗йжё╘,Ёи╫╩╤Нё╗т╙ё╘,птжй
0,09:25:06,19.34,0.0,10,19340.0,бРел
1,09:30:06,19.25,-0.08999999999999986,52,100100.0,бТел
2,09:30:15,19.24,-0.010000000000001563,1,1924.0,бТел
3,09:30:27,19.22,-0.019999999999999574,1,1922.0,бТел
4,09:30:33,19.22,0.0,4,7688.0,бТел
5,09:30:54,19.23,0.010000000000001563,22,42306.0,бТел
6,09:31:06,19.25,0.019999999999999574,5,9625.0,бРел
7,09:31:18,19.23,-0.019999999999999574,41,78923.0,бТел
8,09:31:21,19.23,0.0,6,11542.0,бТел
9,09:31:24,19.24,0.00999999999999801,6,11543.0,жпптел
10,09:31:33,19.25,0.010000000000001563,2,3850.0,бРел
11,09:31:39,19.25,0.0,11,21175.0,бРел
12,09:31:42,19.24,-0.010000000000001563,13,25019.0,бТел
13,09:31:57,19.25,0.010000000000001563,35,67375.0,бТел
14,09:32:21,19.33,0.0799999999999983,1,1933.0,бРел
15,09:33:03,19.26,-0.06999999999999673,4,7704.0,бТел
16,09:33:15,19.26,0.0,7,13482.0,бТел
17,09:33:24,19.26,0.0,6,11556.0,бТел
18,09:33:27,19.26,0.0,4,7704.0,бТел
19,09:33:30,19.26,0.0,5,9630.0,бТел
20,09:33:33,19.25,-0.010000000000001563,1,1925.0,бТел
21,09:33:36,19.25,0.0,13,25025.0,бТел
22,09:33:45,19.25,0.0,16,30800.0,бТел
23,09:34:00,19.26,0.010000000000001563,10,19260.0,бРел
24,09:34:06,19.25,-0.010000000000001563,17,32725.0,бТел
25,09:34:09,19.26,0.010000000000001563,9,17329.0,бРел
26,09:34:15,19.24,-0.020000000000003126,28,53898.0,бТел
27,09:34:18,19.22,-0.019999999999999574,91,174905.0,бТел
28,09:34:21,19.21,-0.00999999999999801,1,1921.0,бТел
29,09:34:27,19.21,0.0,1,1921.0,бТел
30,09:34:30,19.21,0.0,8,15368.0,бТел
31,09:34:33,19.2,-0.010000000000001563,15,28805.0,бТел
32,09:34:36,19.2,0.0,6,11520.0,бТел
33,09:34:39,19.2,0.0,2,3840.0,бТел
34,09:34:45,19.2,0.0,7,13436.0,бРел
35,09:34:48,19.19,-0.00999999999999801,1,1919.0,бТел
36,09:34:51,19.18,-0.010000000000001563,2,3836.0,бТел
37,09:34:54,19.18,0.0,1,1918.0,бТел
38,09:34:57,19.19,0.010000000000001563,21,40294.0,бТел
39,09:35:00,19.18,-0.010000000000001563,13,24934.0,бТел
40,09:35:03,19.18,0.0,21,40278.0,бТел
41,09:35:06,19.15,-0.030000000000001137,5,9578.0,бТел
42,09:35:09,19.11,-0.03999999999999915,10,19141.0,бТел
43,09:35:12,19.11,0.0,20,38220.0,бРел
44,09:35:18,19.1,-0.00999999999999801,70,133727.0,бТел
45,09:35:21,19.1,0.0,8,15280.0,бТел
46,09:35:24,19.1,0.0,13,24830.0,бРел
47,09:35:27,19.1,0.0,27,51570.0,бРел
48,09:35:30,19.1,0.0,39,74445.0,бРел
49,09:35:33,19.1,0.0,17,32470.0,бРел
50,09:35:36,19.1,0.0,21,40124.0,бРел
51,09:35:42,19.15,0.04999999999999716,10,19150.0,бРел
52,09:35:54,19.15,0.0,1,1915.0,бТел
53,09:36:00,19.18,0.030000000000001137,18,34524.0,бРел
54,09:36:09,19.2,0.019999999999999574,20,38400.0,бТел
55,09:36:15,19.2,0.0,2,3840.0,бТел
56,09:36:27,19.2,0.0,26,49909.0,бРел
57,09:36:30,19.2,0.0,3,5760.0,бТел
58,09:36:33,19.2,0.0,1,1920.0,бТел
59,09:36:36,19.2,0.0,9,17280.0,бРел
60,09:36:42,19.15,-0.05000000000000071,14,26812.0,бТел
61,09:36:45,19.16,0.010000000000001563,2,3832.0,бРел
62,09:36:57,19.2,0.03999999999999915,10,19200.0,бРел
63,09:37:03,19.16,-0.03999999999999915,20,38321.0,бТел
64,09:37:15,19.17,0.010000000000001563,1,1917.0,бТел
65,09:37:18,19.17,0.0,24,45997.0,бРел
66,09:37:27,19.16,-0.010000000000001563,7,13412.0,бТел
67,09:37:39,19.16,0.0,5,9580.0,бРел
68,09:37:42,19.16,0.0,3,5748.0,бРел
69,09:37:48,19.16,0.0,1,1916.0,бРел
70,09:37:54,19.15,-0.010000000000001563,5,9575.0,бТел
71,09:38:00,19.15,0.0,1,1915.0,бРел
72,09:38:06,19.15,0.0,3,5745.0,бРел
73,09:38:09,19.13,-0.019999999999999574,6,11479.0,бТел
74,09:38:15,19.11,-0.019999999999999574,61,116702.0,бТел
75,09:38:18,19.11,0.0,20,38220.0,бРел
76,09:38:21,19.11,0.0,9,17199.0,бРел
77,09:38:27,19.11,0.0,3,5733.0,бТел
78,09:38:30,19.11,0.0,31,59241.0,бТел
79,09:38:33,19.13,0.019999999999999574,5,9565.0,бРел
80,09:38:39,19.11,-0.019999999999999574,1,1911.0,бТел
81,09:38:42,19.13,0.019999999999999574,2,3826.0,бРел
82,09:38:45,19.13,0.0,3,5739.0,бРел
83,09:38:48,19.11,-0.019999999999999574,20,38223.0,бТел
84,09:38:51,19.11,0.0,4,7644.0,бТел
85,09:38:54,19.1,-0.00999999999999801,46,87866.0,бТел
86,09:39:00,19.11,0.00999999999999801,2,3822.0,бТел
87,09:39:03,19.1,-0.00999999999999801,37,70675.0,бТел
88,09:39:06,19.09,-0.010000000000001563,11,21000.0,бТел
89,09:39:09,19.09,0.0,13,24799.0,бРел
90,09:39:15,19.0,-0.08999999999999986,130,247335.0,бТел
91,09:39:18,19.07,0.07000000000000028,56,106728.0,бРел
92,09:39:27,19.0,-0.07000000000000028,3,5700.0,бТел
93,09:39:30,19.0,0.0,1,1900.0,бТел
94,09:39:36,19.01,0.010000000000001563,33,62708.0,бТел
95,09:39:42,19.0,-0.010000000000001563,58,109804.0,бРел
96,09:39:45,18.98,-0.019999999999999574,12,22776.0,бРел
97,09:39:48,19.0,0.019999999999999574,24,45582.0,бРел
98,09:39:51,18.91,-0.08999999999999986,10,18910.0,бТел
99,09:39:54,18.91,0.0,28,52948.0,бРел
100,09:39:57,18.9,-0.010000000000001563,24,45380.0,бТел
101,09:40:00,18.9,0.0,24,45381.0,бТел
102,09:40:03,18.91,0.010000000000001563,24,45381.0,бРел
103,09:40:06,18.91,0.0,6,11341.0,жпптел
104,09:40:09,18.99,0.0799999999999983,20,37963.0,бРел
105,09:40:12,18.91,-0.0799999999999983,7,13265.0,бТел
106,09:40:18,18.99,0.0799999999999983,25,47475.0,бРел
107,09:40:21,18.92,-0.06999999999999673,27,51096.0,бТел
108,09:40:24,18.92,0.0,25,47300.0,бРел
109,09:40:27,18.99,0.06999999999999673,14,26586.0,бРел
110,09:40:30,18.93,-0.05999999999999872,8,15144.0,жпптел
111,09:40:45,18.94,0.010000000000001563,1,1894.0,бТел
112,09:40:48,18.94,0.0,73,138601.0,бТел
113,09:40:51,18.99,0.04999999999999716,12,22783.0,бРел
114,09:41:00,19.0,0.010000000000001563,42,79800.0,бРел
115,09:41:03,19.0,0.0,17,32299.0,бРел
116,09:41:06,19.0,0.0,42,79800.0,бРел
117,09:41:09,19.05,0.05000000000000071,1,1905.0,бРел
118,09:41:18,19.05,0.0,8,15240.0,бРел
119,09:41:24,19.06,0.00999999999999801,20,38119.0,бРел
120,09:41:27,19.05,-0.00999999999999801,10,19050.0,бРел
121,09:41:30,19.05,0.0,4,7620.0,бРел
