,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:25:06,2.18,-0.020000000000000018,1,218,买盘
1,09:38:09,2.19,0.009999999999999787,7,1533,卖盘
2,10:05:00,2.21,0.020000000000000018,1,221,卖盘
3,10:28:42,2.23,0.020000000000000018,7,1561,买盘
4,10:30:24,2.23,0.0,19,4237,买盘
5,10:32:12,2.23,0.0,114,25422,卖盘
6,10:32:33,2.19,-0.040000000000000036,1,219,卖盘
7,10:41:33,2.2,0.010000000000000231,15,3300,卖盘
8,10:44:06,2.2,0.0,24,5280,卖盘
9,13:00:06,2.2,0.0,20,4400,卖盘
10,13:16:30,2.2,0.0,75,16500,卖盘
11,13:24:33,2.19,-0.010000000000000231,1,219,卖盘
12,13:28:36,2.2,0.010000000000000231,214,47080,买盘
13,13:31:18,2.2,0.0,11,2420,买盘
14,14:20:15,2.2,0.0,24,5280,卖盘
15,14:20:48,2.19,-0.010000000000000231,147,32193,卖盘
16,14:22:42,2.19,0.0,42,9198,卖盘
17,14:26:54,2.18,-0.009999999999999787,1,218,卖盘
18,14:28:48,2.19,0.009999999999999787,1,219,买盘
19,14:54:45,2.21,0.020000000000000018,25,5524,买盘
20,14:56:54,2.22,0.010000000000000231,15,3330,买盘
21,15:00:03,2.2,-0.020000000000000018,11,2420,买盘
