,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:58:24,6.03,-0.04999999999999982,109,65806,卖盘
1,09:59:09,6.03,0.0,7,4221,买盘
2,10:10:27,6.03,0.0,100,60300,卖盘
3,10:18:00,6.02,-0.010000000000000675,54,32511,卖盘
4,10:34:00,6.07,0.05000000000000071,67,40669,买盘
5,13:07:48,6.03,-0.040000000000000036,2,1206,卖盘
6,13:17:39,6.02,-0.010000000000000675,4,2408,卖盘
7,13:18:33,6.02,0.0,10,6020,卖盘
8,13:19:33,6.02,0.0,10,6020,卖盘
9,13:22:06,6.02,0.0,100,60200,卖盘
10,13:53:12,6.01,-0.009999999999999787,40,24040,卖盘
11,13:53:18,6.01,0.0,91,54691,卖盘
12,14:07:36,6.0,-0.009999999999999787,10,6000,卖盘
13,14:07:57,6.0,0.0,200,120000,卖盘
14,14:14:09,6.0,0.0,6,3600,卖盘
15,14:18:09,6.0,0.0,2,1200,买盘
16,14:51:21,5.98,-0.019999999999999574,45,26910,卖盘
17,14:52:12,5.98,0.0,21,12558,买盘
18,14:52:57,5.97,-0.010000000000000675,46,27462,卖盘
19,14:56:30,6.0,0.03000000000000025,1,600,买盘
20,15:00:03,6.0,0.0,99,59400,买盘
