,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:40:12,4.12,-0.1200000000000001,12,4944.0,卖盘
1,09:40:33,4.12,0.0,13,5356.0,买盘
2,09:40:51,4.12,0.0,1,412.0,买盘
3,09:41:03,4.12,0.0,18,7634.360000000001,买盘
4,09:41:09,4.11,-0.009999999999999787,29,12131.64,卖盘
5,09:43:06,4.1,-0.010000000000000675,37,15196.0,卖盘
6,09:44:00,4.1,0.0,31,12710.0,买盘
7,09:44:54,4.1,0.0,36,14760.0,买盘
8,09:45:12,4.08,-0.019999999999999574,2,1020.0,卖盘
9,09:45:27,4.1,0.019999999999999574,29,11890.0,买盘
10,09:45:45,4.1,0.0,115,47367.29999999999,买盘
11,10:16:00,4.22,0.1200000000000001,25,10550.0,买盘
12,10:18:30,4.2,-0.019999999999999574,21,8820.0,买盘
