,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:51:45,1.09,-0.020000000000000018,30,3270,卖盘
1,10:11:51,1.08,-0.010000000000000009,122,13176,卖盘
2,10:16:06,1.07,-0.010000000000000009,1,107,卖盘
3,10:44:42,1.09,0.020000000000000018,255,27795,买盘
4,10:58:45,1.09,0.0,138,15042,买盘
5,13:46:39,1.09,0.0,78,8502,卖盘
6,14:00:33,1.08,-0.010000000000000009,13,1404,卖盘
7,14:04:33,1.08,0.0,19,2052,卖盘
8,14:05:45,1.08,0.0,20,2160,卖盘
9,14:24:12,1.09,0.010000000000000009,21,2289,买盘
10,14:54:27,1.09,0.0,14,1526,买盘
11,14:56:48,1.09,0.0,7,763,买盘
12,15:00:03,1.08,-0.010000000000000009,20,2160,买盘
