,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:38:18,2.99,0.03000000000000025,26,7774,买盘
1,10:02:54,2.97,-0.020000000000000018,18,5346,买盘
2,10:06:45,2.98,0.009999999999999787,51,15198,买盘
3,10:07:09,2.98,0.0,17,5066,卖盘
4,10:18:30,2.98,0.0,9,2682,买盘
5,10:25:03,2.98,0.0,2,596,买盘
6,10:29:48,2.98,0.0,29,8642,买盘
7,13:00:09,2.94,-0.040000000000000036,1,294,卖盘
8,13:22:39,2.94,0.0,10,2940,卖盘
9,14:31:00,2.96,0.020000000000000018,2,592,买盘
10,14:41:21,2.96,0.0,85,25160,买盘
11,14:43:54,2.96,0.0,30,8880,卖盘
12,14:54:24,2.96,0.0,85,25160,卖盘
