,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:52:39,1.13,0.0,6,678,买盘
1,09:55:24,1.12,-0.009999999999999787,800,89600,卖盘
2,10:05:51,1.12,0.0,46,5152,卖盘
3,10:28:00,1.13,0.009999999999999787,1,113,买盘
4,10:55:54,1.13,0.0,19,2147,买盘
5,10:57:30,1.13,0.0,23,2599,买盘
6,11:18:51,1.12,-0.009999999999999787,1,112,卖盘
7,13:00:03,1.12,0.0,142,15904,卖盘
8,13:39:36,1.12,0.0,1,112,卖盘
9,13:50:45,1.13,0.009999999999999787,30,3390,买盘
10,14:15:15,1.12,-0.009999999999999787,719,80528,卖盘
11,14:29:51,1.12,0.0,18,2016,卖盘
12,14:30:21,1.12,0.0,9,1008,买盘
13,14:36:57,1.11,-0.010000000000000009,222,24642,卖盘
14,14:40:45,1.12,0.010000000000000009,5,560,买盘
15,14:53:27,1.12,0.0,42,4704,买盘
16,14:56:27,1.12,0.0,3,336,买盘
17,15:00:06,1.11,-0.010000000000000009,9,999,买盘
