,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:42:27,3.0,0.040000000000000036,40,11973,买盘
1,09:46:42,3.0,0.0,39,11700,买盘
2,09:50:09,3.0,0.0,3,900,卖盘
3,09:50:39,3.0,0.0,4,1200,卖盘
4,09:53:09,3.0,0.0,3,900,卖盘
5,10:05:36,2.94,-0.06000000000000005,7,2058,卖盘
6,10:27:30,2.95,0.010000000000000231,10,2950,卖盘
7,10:29:09,2.94,-0.010000000000000231,17,4998,卖盘
8,10:29:24,2.93,-0.009999999999999787,100,29300,卖盘
9,10:53:21,2.93,0.0,25,7325,卖盘
10,13:19:51,2.92,-0.010000000000000231,21,6137,卖盘
11,13:50:48,2.98,0.06000000000000005,33,9796,买盘
12,14:23:42,2.98,0.0,1,298,买盘
13,14:37:42,2.92,-0.06000000000000005,73,21341,卖盘
14,14:50:18,2.92,0.0,13,3796,卖盘
15,15:00:09,2.97,0.050000000000000266,1,297,买盘
