,成交时间,成交价,价格变动,成交量（手）,成交额（元）,性质
0,09:39:45,4.86,0.0,10,4860.0,买盘
1,10:04:09,4.86,0.0,10,4860.0,买盘
2,10:06:33,4.86,0.0,17,8262.0,买盘
3,10:07:33,4.87,0.009999999999999787,10,4870.0,买盘
4,10:07:51,4.87,0.0,2,974.0,买盘
5,10:08:12,4.87,0.0,10,4870.0,买盘
6,10:08:57,4.88,0.009999999999999787,54,26352.0,买盘
7,10:33:21,4.88,0.0,3,1464.0,买盘
8,10:57:36,4.88,0.0,25,12200.0,买盘
9,11:04:57,4.88,0.0,27,13176.0,买盘
10,11:05:18,4.88,0.0,0,48.80000000000291,买盘
11,11:05:54,4.89,0.009999999999999787,82,40098.0,买盘
12,11:06:27,4.9,0.010000000000000675,125,61249.59999999999,买盘
13,11:18:15,4.9,0.0,0,196.0,买盘
14,11:25:39,4.92,0.019999999999999574,5,2460.0,买盘
15,13:00:51,4.92,0.0,6,2952.0,买盘
16,13:09:21,4.92,0.0,36,17712.0,买盘
17,13:10:30,4.9,-0.019999999999999574,22,11074.0,卖盘
18,13:25:36,4.88,-0.020000000000000462,8,3904.0,卖盘
19,13:41:48,4.88,0.0,42,20496.0,卖盘
20,14:30:48,4.87,-0.009999999999999787,2,974.0,卖盘
21,14:37:21,4.87,0.0,40,19480.00000000003,卖盘
22,14:37:24,4.87,0.0,8,3896.0,卖盘
23,14:39:48,4.87,0.0,131,63797.0,买盘
24,14:48:57,4.87,0.0,15,7305.0,买盘
25,14:54:36,4.86,-0.009999999999999787,2,972.0,卖盘
